A,DATE,AMOUNT,B,C,D,E,F,G,RRN,H,TXNID
S75960940,01-09-2024 00:00:00,150.75,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,215146459319,01-09-2024 00:00:00,62eb9be0c5c1ceea57fdf9ab
S75960940,01-09-2024 00:00:00,617.37,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,621961252726,01-09-2024 00:00:00,e802dd5ae4cafb375adeeccd
S75960940,01-09-2024 00:00:00,695.56,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,389339897806,01-09-2024 00:00:00,f6edda1938cb4eebd26d00a7
S75960940,01-09-2024 00:00:00,109.08,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,908837122297,01-09-2024 00:00:00,894cb6afcfdf19d860b6d2c5
S75960940,01-09-2024 00:00:00,623.99,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,904275412875,01-09-2024 00:00:00,cd5fea73ffcbc98ca869bb7d
S75960940,01-09-2024 00:00:00,383.85,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,677079284850,01-09-2024 00:00:00,ab3279b86b87abaca96cd11d
S75960940,01-09-2024 00:00:00,521.14,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,039810199044,01-09-2024 00:00:00,9bbb533ad69e08fb696a75ad
S75960940,01-09-2024 00:00:00,913.14,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,279558940106,01-09-2024 00:00:00,00ab58fcdf7d78a10d601c89
S75960940,01-09-2024 00:00:00,507.00,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,455244501193,01-09-2024 00:00:00,668dc5eeeea28eceb8872b0c
S75960940,01-09-2024 00:00:00,212.15,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,887576355661,01-09-2024 00:00:00,5bd29eb8f46eae9ad2d2fbcd
S75960940,01-09-2024 00:00:00,459.13,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,166188180443,01-09-2024 00:00:00,7ccba1f0e7a68ccafffde29b
S75960940,01-09-2024 00:00:00,616.06,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,010441866188,01-09-2024 00:00:00,3ab0cb316fedada9fa0f1d68
S75960940,01-09-2024 00:00:00,85.77,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,158924369545,01-09-2024 00:00:00,14fca102a9506d9daf1ae60f
S75960940,01-09-2024 00:00:00,495.70,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,630702444059,01-09-2024 00:00:00,d144d3df45358cbcfcefcb6e
S75960940,01-09-2024 00:00:00,196.86,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,952538857532,01-09-2024 00:00:00,d69afb3ac21eeddbec05a27e
S75960940,01-09-2024 00:00:00,320.55,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,464441282133,01-09-2024 00:00:00,aa47daceaaa9a57cfc7e4e0d
S75960940,01-09-2024 00:00:00,822.02,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,896328743083,01-09-2024 00:00:00,80ccbea697c12d8b1703d0e4
S75960940,01-09-2024 00:00:00,785.22,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,481148086018,01-09-2024 00:00:00,7ae2e7ea3d42091fa0b31bdf
S75960940,01-09-2024 00:00:00,593.20,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,295654782664,01-09-2024 00:00:00,9540835c53e2d08c92f6c54b
S75960940,01-09-2024 00:00:00,365.86,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,761665506446,01-09-2024 00:00:00,50b37eccad0eebf85b9bc87f
S75960940,01-09-2024 00:00:00,589.37,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,816472829331,01-09-2024 00:00:00,db5f2f386dcd9f57f5dde8cc
S75960940,01-09-2024 00:00:00,112.51,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,350009801826,01-09-2024 00:00:00,92ded02bf5b744bedcbfebec
S75960940,01-09-2024 00:00:00,652.46,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,594111502180,01-09-2024 00:00:00,fdcecced7839c83e07fe82a6
S75960940,01-09-2024 00:00:00,768.47,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,525623410983,01-09-2024 00:00:00,ed666dcc1ec4335c5cea6eeb
S75960940,01-09-2024 00:00:00,330.69,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,636074681562,01-09-2024 00:00:00,dac5167f25b3ac08dd04c98a
S75960940,01-09-2024 00:00:00,853.20,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,148271410687,01-09-2024 00:00:00,a081f70bab1d5ffb808fab2f
S75960940,01-09-2024 00:00:00,327.21,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,071699577508,01-09-2024 00:00:00,59935a3f22d4c16aec90f72b
S75960940,01-09-2024 00:00:00,639.88,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,268561183352,01-09-2024 00:00:00,63de2acb840440da0ebf50ba
S75960940,01-09-2024 00:00:00,548.82,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,903826222153,01-09-2024 00:00:00,bdcc70d5f68caceb2b4527ea
S75960940,01-09-2024 00:00:00,717.15,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,261468910659,01-09-2024 00:00:00,da829115363a091dfbea9f6a
S75960940,01-09-2024 00:00:00,363.36,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,428136259212,01-09-2024 00:00:00,48d2fefc79e5bdaccf9ef08e
S75960940,01-09-2024 00:00:00,734.04,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,571692569399,01-09-2024 00:00:00,00ec9cf95f5b2eef89eb6ef2
S75960940,01-09-2024 00:00:00,244.57,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,004303545160,01-09-2024 00:00:00,06daffd0a8ec77a4c51f3bde
S75960940,01-09-2024 00:00:00,235.93,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,492755004141,01-09-2024 00:00:00,eac2b1ddb3cecaeabf5f80f2
S75960940,01-09-2024 00:00:00,585.74,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,560827209608,01-09-2024 00:00:00,1fa427dbdce9c71ccdb4419f
S75960940,01-09-2024 00:00:00,366.91,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,091445987198,01-09-2024 00:00:00,1670c48c72cebe9ee4eb99be
S75960940,01-09-2024 00:00:00,663.18,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,702411229673,01-09-2024 00:00:00,55c1c8d19e3046cec9923dbf
S75960940,01-09-2024 00:00:00,69.42,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,587497260475,01-09-2024 00:00:00,b2b6a70e453d0ab99a2febae
S75960940,01-09-2024 00:00:00,218.05,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,624832456666,01-09-2024 00:00:00,ef56b69ac6cd61f16b2dafe1
S75960940,01-09-2024 00:00:00,1.39,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,856157098218,01-09-2024 00:00:00,69da27bddaab4fb1d7378382
S75960940,01-09-2024 00:00:00,349.20,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,371072754686,01-09-2024 00:00:00,dc16cdae610240c6e5ddfd3f
S75960940,01-09-2024 00:00:00,865.95,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,690314372665,01-09-2024 00:00:00,4bcbf9d0b58dd16d2b7f77fe
S75960940,01-09-2024 00:00:00,238.48,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,340320860797,01-09-2024 00:00:00,1c25faaf28a4d4dbc8bfdfca
S75960940,01-09-2024 00:00:00,318.94,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,308417544849,01-09-2024 00:00:00,781abbbd186efe5f3a05e00e
S75960940,01-09-2024 00:00:00,211.81,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,889367501882,01-09-2024 00:00:00,a7f9a85b225d6d9ab51f3c20
S75960940,01-09-2024 00:00:00,526.06,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,283418544702,01-09-2024 00:00:00,6c41fe5d7badd325eaa0db5e
S75960940,01-09-2024 00:00:00,665.94,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,123432817861,01-09-2024 00:00:00,eb7ff9190fabdfe4fadd3b9a
S75960940,01-09-2024 00:00:00,275.64,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,583134352151,01-09-2024 00:00:00,7ea84ac506fb6546fcb50b46
S75960940,01-09-2024 00:00:00,10.00,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,142387576719,01-09-2024 00:00:00,7d3e6ee7d1bc7bcfa8c96ede
S75960940,01-09-2024 00:00:00,222.70,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,009118262034,01-09-2024 00:00:00,decbc5cc622319bbcdf6d871
S75960940,01-09-2024 00:00:00,191.35,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,723966554659,01-09-2024 00:00:00,7191e4cfd6438d9aefef7dac
S75960940,01-09-2024 00:00:00,767.13,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,501721487913,01-09-2024 00:00:00,a4dca2b1f64aff64dbbbefd3
S75960940,01-09-2024 00:00:00,131.55,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,427446330313,01-09-2024 00:00:00,d4b43fd2c0372a6fe8baeffc
S75960940,01-09-2024 00:00:00,952.51,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,015716146762,01-09-2024 00:00:00,23b8fece53f567cf79cfb088
S75960940,01-09-2024 00:00:00,484.40,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,824525834670,01-09-2024 00:00:00,628dceca079addb7c1f48aae
S75960940,01-09-2024 00:00:00,234.79,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,196363071828,01-09-2024 00:00:00,681db36d8af36d32de8eaa10
S75960940,01-09-2024 00:00:00,783.73,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,857519469606,01-09-2024 00:00:00,a6da333ad19dee90cc14e5f5
S75960940,01-09-2024 00:00:00,380.08,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,381772803063,01-09-2024 00:00:00,b5239f299bacafdafe32edca
S75960940,01-09-2024 00:00:00,763.79,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,783258164601,01-09-2024 00:00:00,a5efff7cbe1af17eeb5a4c9e
S75960940,01-09-2024 00:00:00,691.51,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,563724916582,01-09-2024 00:00:00,00411b3ed109fa9fea187e22
S75960940,01-09-2024 00:00:00,821.79,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,443562623081,01-09-2024 00:00:00,2cac73d72cb61337fdf2c17a
S75960940,01-09-2024 00:00:00,361.90,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,673221725678,01-09-2024 00:00:00,a9dede03ffccee1eec2fecee
S75960940,01-09-2024 00:00:00,536.08,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,201904628850,01-09-2024 00:00:00,2bfbc3d4d6cade5abaded1b3
S75960940,01-09-2024 00:00:00,600.64,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,557181882451,01-09-2024 00:00:00,f5fc5ff7affe6449c9214479
S75960940,01-09-2024 00:00:00,439.63,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,373209760564,01-09-2024 00:00:00,bfdfd863ddda25cadc46f36a
S75960940,01-09-2024 00:00:00,851.53,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,342074699686,01-09-2024 00:00:00,097ccf98bd84b6b5f40ddaec
S75960940,01-09-2024 00:00:00,419.17,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,453753690116,01-09-2024 00:00:00,b9b6e358f0d6bd6ba07ec057
S75960940,01-09-2024 00:00:00,853.49,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,273566313182,01-09-2024 00:00:00,efeb27756bc23f313eabb7a5
S75960940,01-09-2024 00:00:00,970.74,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,891224884688,01-09-2024 00:00:00,4e7eb7826c041c65e9e2f0fe
S75960940,01-09-2024 00:00:00,55.77,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,514103473261,01-09-2024 00:00:00,46cc356d00e68c4f7affb8ef
S75960940,01-09-2024 00:00:00,151.64,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,871310562440,01-09-2024 00:00:00,c28d13d61fafda74bcb68c8b
S75960940,01-09-2024 00:00:00,860.81,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,975335931761,01-09-2024 00:00:00,84b23b4cbce7aa5ab9e021ad
S75960940,01-09-2024 00:00:00,139.16,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,535910563887,01-09-2024 00:00:00,ae153b8e7b145f648281bbb8
S75960940,01-09-2024 00:00:00,272.65,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,516324212883,01-09-2024 00:00:00,6008a3c06bf96c5cadbbd340
S75960940,01-09-2024 00:00:00,382.57,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,484071358997,01-09-2024 00:00:00,e72a628fc6a8abeff6a288db
S75960940,01-09-2024 00:00:00,894.68,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,170406301140,01-09-2024 00:00:00,1cb0ededaae2afe6dc23ba19
S75960940,01-09-2024 00:00:00,894.06,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,835236962663,01-09-2024 00:00:00,c5b8e4f0df81d20c80e36fcc
S75960940,01-09-2024 00:00:00,435.45,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,244951051713,01-09-2024 00:00:00,eca3a2f6fbc119b62c216cb3
S75960940,01-09-2024 00:00:00,147.48,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,803908122445,01-09-2024 00:00:00,7ba2d0fbe48cc7cfd9ee4bba
S75960940,01-09-2024 00:00:00,518.95,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,220451116363,01-09-2024 00:00:00,8d07b8b5cc2d7afbdfeeaef9
S75960940,01-09-2024 00:00:00,960.44,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,008380692349,01-09-2024 00:00:00,6dce7dfda8b93970ca3eece5
S75960940,01-09-2024 00:00:00,637.63,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,936758921386,01-09-2024 00:00:00,acefad4014a31e4f4debef0e
S75960940,01-09-2024 00:00:00,212.55,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,858773533364,01-09-2024 00:00:00,95b128cf0cc75bcbc19eb87d
S75960940,01-09-2024 00:00:00,704.20,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,820215504657,01-09-2024 00:00:00,8cfeba4fb0b2bfe0beffaa80
S75960940,01-09-2024 00:00:00,793.06,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,871965660768,01-09-2024 00:00:00,1e3b8a22ca9ce1cf7fc5b80d
S75960940,01-09-2024 00:00:00,561.11,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,953589723714,01-09-2024 00:00:00,c22f80f2fc22ffc916e3fc91
S75960940,01-09-2024 00:00:00,955.92,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,882439625561,01-09-2024 00:00:00,62b817a1eb92dc1dd442e413
S75960940,01-09-2024 00:00:00,71.58,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,117164800787,01-09-2024 00:00:00,ff7dc6777cebea0dc2f16abb
S75960940,01-09-2024 00:00:00,304.84,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,927944217711,01-09-2024 00:00:00,03bf2aa6a5eacbbd6d6c717e
S75960940,01-09-2024 00:00:00,317.23,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,222734211380,01-09-2024 00:00:00,efe0141dfcacea65c60f0d7c
S75960940,01-09-2024 00:00:00,601.43,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,868973397698,01-09-2024 00:00:00,70b213812bb5bceac6911acb
S75960940,01-09-2024 00:00:00,526.00,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,389817800260,01-09-2024 00:00:00,6ec8bdeda3b88af2ccbd04e4
S75960940,01-09-2024 00:00:00,480.62,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,764572104921,01-09-2024 00:00:00,7bae5d5b6f9aa7ad9a2fc42b
S75960940,01-09-2024 00:00:00,23.45,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,767448016107,01-09-2024 00:00:00,f8efd325ff17b96fc583e17b
S75960940,01-09-2024 00:00:00,7.72,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,227266064842,01-09-2024 00:00:00,77fa7b498e08bfa87ca69b0d
S75960940,01-09-2024 00:00:00,684.57,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,336484840263,01-09-2024 00:00:00,53fc7ceae6881bbbf36cb01e
S75960940,01-09-2024 00:00:00,52.18,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,368659622950,01-09-2024 00:00:00,7ef5b03daf06cbec635aafef
S75960940,01-09-2024 00:00:00,830.05,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,780219852779,01-09-2024 00:00:00,17c6c8fc6f932e3c33bffe36
S75960940,01-09-2024 00:00:00,244.06,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,033483453710,01-09-2024 00:00:00,89ce9c450ab7cb7defcc0dcb
S75960940,01-09-2024 00:00:00,242.46,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,390882173169,01-09-2024 00:00:00,d779ea17e931627edca8a9ed
S75960940,01-09-2024 00:00:00,696.07,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,170817237166,01-09-2024 00:00:00,8c7ab7a10e045ed449d21564
S75960940,01-09-2024 00:00:00,60.41,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,014835917898,01-09-2024 00:00:00,295ac6299711a341bfd95fe1
S75960940,01-09-2024 00:00:00,131.35,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,074110170333,01-09-2024 00:00:00,73db4ef4c15cc82bccc4c123
S75960940,01-09-2024 00:00:00,612.48,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,302595677771,01-09-2024 00:00:00,e6cbe4cebdd11cf891e51d41
S75960940,01-09-2024 00:00:00,812.35,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,351533835350,01-09-2024 00:00:00,ed103663d1ddecdcf1fe3c8a
S75960940,01-09-2024 00:00:00,112.92,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,558886541608,01-09-2024 00:00:00,ead7bf4bc7255d033847ddb6
S75960940,01-09-2024 00:00:00,984.51,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,781145219660,01-09-2024 00:00:00,bb1eb65ad39ce0a714a51adb
S75960940,01-09-2024 00:00:00,428.86,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,030997716688,01-09-2024 00:00:00,42291a35ad5ecdecadfe7bfd
S75960940,01-09-2024 00:00:00,974.70,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,742300529896,01-09-2024 00:00:00,e2dec44b0b0cf6e3b6dc7ea3
S75960940,01-09-2024 00:00:00,716.67,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,659534897654,01-09-2024 00:00:00,fba798aa3dec3e0d2905e3ee
S75960940,01-09-2024 00:00:00,497.72,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,960126545869,01-09-2024 00:00:00,743cbd8be6a7fc43161fef46
S75960940,01-09-2024 00:00:00,862.25,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,624421625969,01-09-2024 00:00:00,afcced9c4a2ba8d1ca1ba4ee
S75960940,01-09-2024 00:00:00,658.99,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,226751988571,01-09-2024 00:00:00,90d6cfefff57e152e0deca45
S75960940,01-09-2024 00:00:00,349.39,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,551679816842,01-09-2024 00:00:00,14b7d2a410dfbcdcabaafa7d
S75960940,01-09-2024 00:00:00,249.48,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,439330911459,01-09-2024 00:00:00,1d3efc3b1747e738c658c3b6
S75960940,01-09-2024 00:00:00,725.31,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,105995221034,01-09-2024 00:00:00,aa7c7afccee0debbd469554a
S75960940,01-09-2024 00:00:00,144.92,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,017535810324,01-09-2024 00:00:00,8e88abcdbbace41cfbfdf9cb
S75960940,01-09-2024 00:00:00,427.91,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,931438096704,01-09-2024 00:00:00,484b13c9bcf6c54aa1dbd3f6
S75960940,01-09-2024 00:00:00,664.35,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,509489387017,01-09-2024 00:00:00,cf8c449c82d6beceaf4ed040
S75960940,01-09-2024 00:00:00,183.18,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,802152487037,01-09-2024 00:00:00,c7dddac6533c766cb0074928
S75960940,01-09-2024 00:00:00,698.38,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,202334425651,01-09-2024 00:00:00,ebae0ba9905f46cbe7dbf5b0
S75960940,01-09-2024 00:00:00,952.67,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,223127191269,01-09-2024 00:00:00,bd80d00d842c96e12fb7b45d
S75960940,01-09-2024 00:00:00,81.22,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,608307346522,01-09-2024 00:00:00,eba00b33e4da87585cc0cd62
S75960940,01-09-2024 00:00:00,859.18,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,511140810771,01-09-2024 00:00:00,1169edff2b8bdf0dcadffc55
S75960940,01-09-2024 00:00:00,515.47,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,963624946316,01-09-2024 00:00:00,0eee0ddae940d1e71d3a4c8e
S75960940,01-09-2024 00:00:00,202.44,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,266744973351,01-09-2024 00:00:00,cec275fde2bfedc7b97eed40
S75960940,01-09-2024 00:00:00,268.35,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,166287559972,01-09-2024 00:00:00,7c52a1d9e7b55b6d329115ee
S75960940,01-09-2024 00:00:00,66.50,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,235402787458,01-09-2024 00:00:00,1bc98e99a328ecc735dcd84b
S75960940,01-09-2024 00:00:00,554.55,01-09-2024 00:00:00,,2001,2650,20012207843065,27111001182650,391844229313,01-09-2024 00:00:00,acfb5efc09d1a60769ebe8fb
