Txnuid,Uid,Adjdate,Adjtype,Remitter,Beneficiery,Response,Txndate,Txntime,RRN,Terminalid,Ben_Mobile_No,Rem_Mobile_No,Chbref,Txnamount,Adjamount,Rem/PayeePSP_Fee,Ben_Fee,Ben_FeeSW,Adjfee,Npcifee,Remfeetax,Benfeetax,Npcitax,Adjref,Bankadjref,Adjproof,Compensation amount,time,Penalty,SHDT73,SHDT74,SHDT75,SHDT76,SHDT77,Transaction_Type,Transaction Indicator,Beneficiary Account number,Remitter Account number,Aadhar Number,Mobile Number,Payer PSP,Payee PSP,UPI Transaction ID,Virtual Address,Dispute Flag,Reason Code,MCC,Originating Channel
0188540393,0968425561,30-07-2024,Fraud Chargeback Raise,SBL,IPB,R9,30-07-2024,NaN:NaN:NaN,212677434879,159332,9857385071682,7163182711455,,553.58,553.58,0,0,0,0,0,0,0,0,SBL/IPB/Fraud Chargeback Raise/0968425561,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9057461723643898320,9336224064948065023,,93326787810831,IPB,IPB,f1dff6efd5ca0dde600a7130,,PR2C,109,2484,UMOB
2200398177,9589901649,30-07-2024,Chargeback Raise,SBL,YOM,RR,30-07-2024,NaN:NaN:NaN,687021339901,159332,9289740587027,7099690628265,,821.72,821.72,0,0,0,0,0,0,0,0,SBL/YOM/Chargeback Raise/9589901649,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9060205024720201364,9337105401333591762,,93890395899739,YOM,YOM,655aa142e470e0f9b613a1df,,DRC,108,2539,UMOB
5926295144,0568841216,30-07-2024,Complaint Raise,SBL,FIB,R9,30-07-2024,NaN:NaN:NaN,387322183852,159332,9747646918238,7479033801119,,633.46,633.46,0,0,0,0,0,0,0,0,SBL/FIB/Complaint Raise/0568841216,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9007447934404522557,9304388423351989765,,93945007524856,FIB,FIB,5b37efe87afc10a3998ae8cb,,DRC,104,4814,UMOB
3013548840,0650533468,30-07-2024,Differed Re-presentment Raise,YES,ARL,0,30-07-2024,NaN:NaN:NaN,571911978946,159332,9615652052626,7823534284511,,805.41,805.41,0,0,0,0,0,0,0,0,YES/ARL/Differed Re-presentment Raise/0650533468,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9024699560150469776,9317829711495509880,,93227222077556,ARL,ARL,bfd0619dafce521bab892ad2,,RRC,501,7161,IDIR
7867495728,2703750248,30-07-2024,Re-presentment Raise,KMB,IDB,0,30-07-2024,NaN:NaN:NaN,817291049644,159332,9649219380499,7041011859302,,96.80,96.80,0,0,0,0,0,0,0,0,KMB/IDB/Re-presentment Raise/2703750248,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9064828047559514398,9367371407544295098,,93868402123208,IDB,IDB,d491b69db3c8cc66715a35db,,RRC,501,0506,IDIR
7708483657,8792382331,30-07-2024,Credit Adjustment,SBL,ARL,0,30-07-2024,NaN:NaN:NaN,559790376031,159332,9844217850897,7920697014194,,742.53,742.53,0,0,0,0,0,0,0,0,SBL/ARL/Credit Adjustment/8792382331,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9092130504873477827,9326338404966997895,,93053676355598,ARL,ARL,acbee03c08ccceeb5e96ff5a,,RRC,108,6710,UMOB
3179175254,8397914149,30-07-2024,Fraud Chargeback Raise,UOB,YBS,RB,30-07-2024,NaN:NaN:NaN,572478274547,159332,9560061709373,7146092649307,,31.11,31.11,0,0,0,0,0,0,0,0,UOB/YBS/Fraud Chargeback Raise/8397914149,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9030119706595330059,9343593656092477654,,93576395640604,YBS,YBS,970286c28daf27a3c55c29fe,,PBRB,103,8917,UMOB
2093892120,8845202833,30-07-2024,Wrong credit Representment,SBL,AXB,RB,30-07-2024,NaN:NaN:NaN,890267234539,159332,9319256412280,7852079219063,,766.43,766.43,0,0,0,0,0,0,0,0,SBL/AXB/Wrong credit Representment/8845202833,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9012529242827134132,9385437979176425297,,93501131045628,AXB,AXB,edfccaa0dfd07eaa68bd38e3,,DRC,U008,4722,IDIR
5027656903,6010744874,30-07-2024,Chargeback Acceptance,SBL,YES,RB,30-07-2024,NaN:NaN:NaN,770256026330,159332,9471281045295,7020378580974,,757.97,757.97,0,0,0,0,0,0,0,0,SBL/YES/Chargeback Acceptance/6010744874,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9020642954300650191,9395152828930237800,,93771347980198,YES,YES,6bb12db8c10e68b3cd66d2c0,,PBRB,104,1672,UMOB
4652297130,9834771860,30-07-2024,Fraud Chargeback Representment,SBL,SBI,RB,30-07-2024,NaN:NaN:NaN,288633749832,159332,9508368846117,7268295170258,,80.90,80.90,0,0,0,0,0,0,0,0,SBL/SBI/Fraud Chargeback Representment/9834771860,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9032741933829936549,9330740229658880358,,93435127812632,SBI,SBI,74e6e202a55cbd5da4aeca0b,,PBRB,501,7098,IDIR
1349901559,0961577235,30-07-2024,Refund Reversal Confirmation,ICI,PNB,R9,30-07-2024,NaN:NaN:NaN,148962271168,159332,9138146640277,7547790864411,,921.69,921.69,0,0,0,0,0,0,0,0,ICI/PNB/Refund Reversal Confirmation/0961577235,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9046820034217014609,9360363059721927340,,93301648249151,PNB,PNB,2acedab0bbee5efddead1e6b,,PBRB,102,9105,UMOB
2165211326,8420762262,30-07-2024,Chargeback Acceptance,SBL,IIB,RB,30-07-2024,NaN:NaN:NaN,528328116339,159332,9401256575133,7183943048492,,866.68,866.68,0,0,0,0,0,0,0,0,SBL/IIB/Chargeback Acceptance/8420762262,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9085362896875949941,9380727517225522488,,93391588741342,IIB,IIB,da0b6bd03fcce07e1ea1b18d,,PR2C,501,2999,UMOB
4642146134,9445324390,30-07-2024,Debit Reversal Confirmation,HDF,FIB,0,30-07-2024,NaN:NaN:NaN,254573090293,159332,9397139319146,7568237750368,,256.68,256.68,0,0,0,0,0,0,0,0,HDF/FIB/Debit Reversal Confirmation/9445324390,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9071805741715943994,9368924334088883058,,93714112750609,FIB,FIB,6e3d0c9acd8a7b1ba5bb2a0b,,PBRB,104,2463,UMOB
6158208154,9206981945,30-07-2024,Differed Re-presentment Raise,BOB,YES,R9,30-07-2024,NaN:NaN:NaN,480047775570,159332,9620415849363,7100405039001,,943.74,943.74,0,0,0,0,0,0,0,0,BOB/YES/Differed Re-presentment Raise/9206981945,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9057253418647531193,9363761830160195522,,93149910037382,YES,YES,dd4add0505cee33ee3a6dde0,,PBRB,102,8937,IDIR
2346407119,8360087959,30-07-2024,Wrong Credit Chargeback Acceptance,CNB,IDC,RB,30-07-2024,NaN:NaN:NaN,005865181538,159332,9673537004172,7342173186354,,734.81,734.81,0,0,0,0,0,0,0,0,CNB/IDC/Wrong Credit Chargeback Acceptance/8360087959,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9088961432602605424,9303366916573179821,,93685421088168,IDC,IDC,ee65d98f6138bb4fcdeadcb7,,TCC,104,4109,IDIR
7324416338,1742544025,30-07-2024,RET,SBL,FIB,R9,30-07-2024,NaN:NaN:NaN,518322734186,159332,9619713896063,7658382520616,,316.43,316.43,0,0,0,0,0,0,0,0,SBL/FIB/RET/1742544025,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9083346670266890937,9316832477393353795,,93002841974981,FIB,FIB,37a98a9bf62f1ea92cc1bbde,,RRC,104,4257,UMOB
5818398805,0318597570,30-07-2024,TCC,SBL,APP,R9,30-07-2024,NaN:NaN:NaN,240300336396,159332,9067117176777,7263810542557,,24.18,24.18,0,0,0,0,0,0,0,0,SBL/APP/TCC/0318597570,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9025458129604525959,9358964962782115770,,93246137716004,APP,APP,80bcc58fad58e2867ecc4efe,,PR2C,103,5063,UMOB
3365359698,3656725014,30-07-2024,Response to Complaint,SBL,PNB,RR,30-07-2024,NaN:NaN:NaN,046910373039,159332,9218528851881,7252854547014,,603.11,603.11,0,0,0,0,0,0,0,0,SBL/PNB/Response to Complaint/3656725014,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9094523139819129027,9393187927595074449,,93005618170224,PNB,PNB,9bca001faaa36d2dc7dafc63,,PBRB,108,0049,UMOB
5221036208,3426304482,30-07-2024,Differed Re-presentment Raise,SBL,CBI,0,30-07-2024,NaN:NaN:NaN,210687294831,159332,9034671531536,7411701469753,,727.80,727.80,0,0,0,0,0,0,0,0,SBL/CBI/Differed Re-presentment Raise/3426304482,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9090383424908714046,9308632258865109896,,93800896968745,CBI,CBI,a2b4eef16b962f92ffff49db,,RRC,104,5213,IDIR
7093433186,1271879265,30-07-2024,Chargeback Acceptance,INB,IDC,R9,30-07-2024,NaN:NaN:NaN,808993144942,159332,9218273496524,7275176257468,,255.69,255.69,0,0,0,0,0,0,0,0,INB/IDC/Chargeback Acceptance/1271879265,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9000139861470931660,9373446683260490415,,93052524067035,IDC,IDC,6bf83b540cb25aebefe08ee4,,TCC,U008,6705,IDIR
1189302432,6623540770,30-07-2024,Chargeback Raise,SBL,APP,RB,30-07-2024,NaN:NaN:NaN,352172768907,159332,9883231838770,7747089225407,,158.40,158.40,0,0,0,0,0,0,0,0,SBL/APP/Chargeback Raise/6623540770,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9058655227540334494,9300575759014546404,,93764787369408,APP,APP,b1bb4b26ff8faedcbeeec88b,,DRC,U008,8277,UMOB
6183346382,2191171474,30-07-2024,Wrong Credit Chargeback Raise,SBL,IOB,R9,30-07-2024,NaN:NaN:NaN,562977808145,159332,9588999031769,7131161536725,,322.21,322.21,0,0,0,0,0,0,0,0,SBL/IOB/Wrong Credit Chargeback Raise/2191171474,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9093710138607490771,9369921491256698836,,93803847560517,IOB,IOB,1c3cdd69fd7addff7fab452d,,PR2C,U008,1696,IDIR
2119617146,9185732696,30-07-2024,Fraud Chargeback Raise,SBL,YES,0,30-07-2024,NaN:NaN:NaN,583574784284,159332,9332998714910,7430157228807,,432.99,432.99,0,0,0,0,0,0,0,0,SBL/YES/Fraud Chargeback Raise/9185732696,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9056619599346322426,9341806494341159633,,93666597615338,YES,YES,d16ca24ad2299e6f7e2bfdd6,,PBRB,102,6260,IDIR
2919513100,9310153743,30-07-2024,Online Refund,SBL,HDF,RB,30-07-2024,NaN:NaN:NaN,978677979491,159332,9976261618458,7337212469601,,960.33,960.33,0,0,0,0,0,0,0,0,SBL/HDF/Online Refund/9310153743,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9049908184751286948,9346928794521661351,,93223060890867,HDF,HDF,fdc2ffc942d3e5bb8c3a1533,,RRC,501,6808,IDIR
5061949128,5956823181,30-07-2024,Chargeback Raise,SBL,PNB,RB,30-07-2024,NaN:NaN:NaN,729412442812,159332,9865413791008,7234567890505,,498.20,498.20,0,0,0,0,0,0,0,0,SBL/PNB/Chargeback Raise/5956823181,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9005285910463194569,9327385401173417771,,93254523744271,PNB,PNB,c7b26c94bdff5bed8d85ce4f,,TCC,501,5456,UMOB
6100196915,6438903554,30-07-2024,Fraud Chargeback Representment,SBL,SBI,RR,30-07-2024,NaN:NaN:NaN,564887151663,159332,9452332254223,7086464766021,,980.93,980.93,0,0,0,0,0,0,0,0,SBL/SBI/Fraud Chargeback Representment/6438903554,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9048523811881192531,9316973783026496183,,93092782613160,SBI,SBI,71cceee24d2f22e1e769aff5,,PBRB,U010,3391,UMOB
4632955967,6843616454,30-07-2024,Fraud Chargeback Raise,SBL,BOM,RB,30-07-2024,NaN:NaN:NaN,322858781701,159332,9937999424230,7255352443637,,937.29,937.29,0,0,0,0,0,0,0,0,SBL/BOM/Fraud Chargeback Raise/6843616454,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9098164654522074876,9343091558059403796,,93388262856610,BOM,BOM,e1dc8acfebfff2bc52a3220b,,TCC,501,7884,UMOB
