A,DATE,AMOUNT,B,C,D,E,F,G,RRN,H,TXNID
S75960940,30-07-2024 00:00:00,924.61,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,607685278525,30-07-2024 00:00:00,0ee13bfc7ed81bb95b12d5eb
S75960940,30-07-2024 00:00:00,562.45,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,219939627659,30-07-2024 00:00:00,e5e776de07fa4bb6d56efbb6
S75960940,30-07-2024 00:00:00,376.56,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,620453076216,30-07-2024 00:00:00,e79acdfed34b10f4a81af0ab
S75960940,30-07-2024 00:00:00,697.05,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,356279184214,30-07-2024 00:00:00,caab29a18c57912ed6bfc1d8
S75960940,30-07-2024 00:00:00,834.26,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,501868763534,30-07-2024 00:00:00,f52bf7a28fc7a61cc8abce66
S75960940,30-07-2024 00:00:00,261.56,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,384837588586,30-07-2024 00:00:00,ae08ac13c7c20a775bf4576a
S75960940,30-07-2024 00:00:00,223.76,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,178714674290,30-07-2024 00:00:00,bd6e2dd92ec92c5a44ac24dc
S75960940,30-07-2024 00:00:00,297.19,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,555262470640,30-07-2024 00:00:00,a1cca6f69a97b63ff5d23fd1
S75960940,30-07-2024 00:00:00,613.15,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,779212068893,30-07-2024 00:00:00,70c9ee4b4cbb1d6ed82f40fc
S75960940,30-07-2024 00:00:00,757.48,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,851196818088,30-07-2024 00:00:00,c72bfc86fbcece0dd18cc089
S75960940,30-07-2024 00:00:00,845.31,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,605692203425,30-07-2024 00:00:00,418c68d668e0a2bd266585fa
S75960940,30-07-2024 00:00:00,292.78,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,545212258756,30-07-2024 00:00:00,4a5af86b2551e78f33b5d1a6
S75960940,30-07-2024 00:00:00,637.44,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,162982699610,30-07-2024 00:00:00,accd06accf0e9d2ebf2aae07
S75960940,30-07-2024 00:00:00,837.22,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,304953710529,30-07-2024 00:00:00,6746d8fcbc5ebdfdcdf33e7d
S75960940,30-07-2024 00:00:00,908.14,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,844985851296,30-07-2024 00:00:00,7a28dec6aa6dca0bab7c59dc
S75960940,30-07-2024 00:00:00,706.21,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,14206628126,30-07-2024 00:00:00,1adeadcbe5dcc2bfcc89dede
S75960940,30-07-2024 00:00:00,412.84,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,540843905831,30-07-2024 00:00:00,4ecbeba90102a6045eeeed14
S75960940,30-07-2024 00:00:00,299.72,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,812509042019,30-07-2024 00:00:00,05574e308af2c9d9fedca3a8
S75960940,30-07-2024 00:00:00,999.99,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,144150738434,30-07-2024 00:00:00,9ca172af4bbab5f7a4c6598a
S75960940,30-07-2024 00:00:00,517.63,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,940511215494,30-07-2024 00:00:00,b0afecf8bd8b2dcbcf4364de
S75960940,30-07-2024 00:00:00,497.66,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,643611925273,30-07-2024 00:00:00,d839a6145dce1fbad5b2bf57
S75960940,30-07-2024 00:00:00,185,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,812315327140,30-07-2024 00:00:00,fd6bd3ba8ebdf4ec0fdeaddb
S75960940,30-07-2024 00:00:00,734.53,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,232131803608,30-07-2024 00:00:00,f5b558fdded6c3ba07a1acd3
S75960940,30-07-2024 00:00:00,828.04,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,482266840486,30-07-2024 00:00:00,0e9b1bef17578b73c8cbd1d9
S75960940,30-07-2024 00:00:00,804.35,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,461628833983,30-07-2024 00:00:00,26c44e8f4db7bba3c2aceda8
S75960940,30-07-2024 00:00:00,851.21,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,596538349872,30-07-2024 00:00:00,2f71da0d9aa7bb149c5ca041
S75960940,30-07-2024 00:00:00,991.38,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,763203444236,30-07-2024 00:00:00,de17324f32bf2fbabed5fbe0
S75960940,30-07-2024 00:00:00,885.1,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,999449597771,30-07-2024 00:00:00,d027bccb29df74b4b5ca880d
S75960940,30-07-2024 00:00:00,228.84,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,4009486739,30-07-2024 00:00:00,c7fd11c6b154d322f36d3c67
S75960940,30-07-2024 00:00:00,170.23,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,269797503970,30-07-2024 00:00:00,4f04ff3bfc0c3e74fcdb7a7e
S75960940,30-07-2024 00:00:00,568.61,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,452619631086,30-07-2024 00:00:00,da707c5c62b3a638c9fb99c1
S75960940,30-07-2024 00:00:00,818.05,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,986733163466,30-07-2024 00:00:00,2733aaefb2efcee9ff3f5c2d
S75960940,30-07-2024 00:00:00,633.88,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,399780945981,30-07-2024 00:00:00,efa3e5803ec894372b0871d1
S75960940,30-07-2024 00:00:00,828.38,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,792736977903,30-07-2024 00:00:00,fe7d8fba22afa8e1f5eaccaf
S75960940,30-07-2024 00:00:00,688.67,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,49780064976,30-07-2024 00:00:00,c6accf45f92cabe1a10fbbdb
S75960940,30-07-2024 00:00:00,228.73,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,35892723270,30-07-2024 00:00:00,4afc3b2bbe8128cf80d7e969
S75960940,30-07-2024 00:00:00,168.31,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,674747833339,30-07-2024 00:00:00,dbbed5ee60add50f8ee2b99e
S75960940,30-07-2024 00:00:00,301.16,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,690979448546,30-07-2024 00:00:00,561c1ffedcfeb22ff7c0fbea
S75960940,30-07-2024 00:00:00,362.21,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,911852354164,30-07-2024 00:00:00,fcdb8feeceb29ddd1d44adaa
S75960940,30-07-2024 00:00:00,987.82,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,634127073026,30-07-2024 00:00:00,b9bd10af97bdbf2a67bdc0ab
S75960940,30-07-2024 00:00:00,12.17,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,488934646807,30-07-2024 00:00:00,549163ceefbb6cf371bdfb6d
S75960940,30-07-2024 00:00:00,663.14,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,561069928100,30-07-2024 00:00:00,2bdf393b9d4d481965bbe87a
S75960940,30-07-2024 00:00:00,994.1,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,627883600472,30-07-2024 00:00:00,67730dabbcd610b112a664be
S75960940,30-07-2024 00:00:00,128.8,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,839582094316,30-07-2024 00:00:00,f1b1c0dc6ad486f4b9b5eeef
S75960940,30-07-2024 00:00:00,613.8,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,218577271267,30-07-2024 00:00:00,e880dd65bf36df6b03c6f1bd
S75960940,30-07-2024 00:00:00,625.99,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,790503518298,30-07-2024 00:00:00,41edf22c465e1dfd6a6a6cf1
S75960940,30-07-2024 00:00:00,345.59,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,784999256036,30-07-2024 00:00:00,3f0ce9e291bfe45cd2e673d8
S75960940,30-07-2024 00:00:00,541.77,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,248458657332,30-07-2024 00:00:00,1cea4cfd98f049aae13fe9bf
S75960940,30-07-2024 00:00:00,889.1,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,752055064259,30-07-2024 00:00:00,5b6ff5bec9b9f057b5be8da8
S75960940,30-07-2024 00:00:00,189.78,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,635030957769,30-07-2024 00:00:00,b2f2ef3ae8e2dbea94c929a9
S75960940,30-07-2024 00:00:00,537.7,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,869583129239,30-07-2024 00:00:00,c2fbad7d452a38b4eaaacd65
S75960940,30-07-2024 00:00:00,353.79,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,186833463783,30-07-2024 00:00:00,80d66b1629aa03183e8c5f9d
S75960940,30-07-2024 00:00:00,811.57,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,800237808061,30-07-2024 00:00:00,f4ccb058efd3bda597e2ea7d
S75960940,30-07-2024 00:00:00,669.92,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,51887819916,30-07-2024 00:00:00,13307aabca31fd9cd8df19cb
S75960940,30-07-2024 00:00:00,194.11,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,191246661520,30-07-2024 00:00:00,59bcfd9b09a6d7164bfc3c2d
S75960940,30-07-2024 00:00:00,38.15,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,931846846605,30-07-2024 00:00:00,e7fb229e7c1fafebbd0bf8e6
S75960940,30-07-2024 00:00:00,475.65,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,579897865612,30-07-2024 00:00:00,bc8e91f331c0b67e50876be6
S75960940,30-07-2024 00:00:00,662.7,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,366509010764,30-07-2024 00:00:00,7b9d03fe0f1e0d7c7343fafb
S75960940,30-07-2024 00:00:00,31.84,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,293630876230,30-07-2024 00:00:00,0bf17f333d04a7fdbe3dedaf
S75960940,30-07-2024 00:00:00,177.18,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,96276552990,30-07-2024 00:00:00,a26df9deefe7c8a9e7d9edbe
S75960940,30-07-2024 00:00:00,356.25,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,785873518804,30-07-2024 00:00:00,2cc9e75f36cc6c8c95825a1a
S75960940,30-07-2024 00:00:00,562.67,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,351648642141,30-07-2024 00:00:00,b0e59ec5b4372642b618b64d
S75960940,30-07-2024 00:00:00,914.03,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,363575099443,30-07-2024 00:00:00,abd8ebc2bf2ac835b25af0a6
S75960940,30-07-2024 00:00:00,84.19,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,420979087788,30-07-2024 00:00:00,fd0dd73cdc4e555c7c481b95
S75960940,30-07-2024 00:00:00,513.49,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,909887241557,30-07-2024 00:00:00,8ced62f65f4eae8d5a49e0dc
S75960940,30-07-2024 00:00:00,811.76,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,591691038052,30-07-2024 00:00:00,fcdb5ccda0cb989e8badeeca
S75960940,30-07-2024 00:00:00,377.41,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,600405542321,30-07-2024 00:00:00,a16bc8eeca16bbe2fabd9fdc
S75960940,30-07-2024 00:00:00,509.89,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,73201637164,30-07-2024 00:00:00,3dd107ca983e512e5ba1ad3d
S75960940,30-07-2024 00:00:00,419.62,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,982452983976,30-07-2024 00:00:00,6d3cfbcdf2ac985fe2842e35
S75960940,30-07-2024 00:00:00,21.36,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,849842118597,30-07-2024 00:00:00,f7b94111ba2e68a6ecf3b310
S75960940,30-07-2024 00:00:00,397.08,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,886959118772,30-07-2024 00:00:00,8edf4c8fb79529fa9c4bfd4f
S75960940,30-07-2024 00:00:00,553.58,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,493184819937,30-07-2024 00:00:00,f1dff6efd5ca0dde600a7130
S75960940,30-07-2024 00:00:00,86.21,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,252717710608,30-07-2024 00:00:00,0a21a7a40b9dd57e3df2b406
S75960940,30-07-2024 00:00:00,821.72,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,985648424104,30-07-2024 00:00:00,655aa142e470e0f9b613a1df
S75960940,30-07-2024 00:00:00,764.32,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,724249573392,30-07-2024 00:00:00,afca9afeef0dc1e84dbf82da
S75960940,30-07-2024 00:00:00,459.68,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,325268387904,30-07-2024 00:00:00,e56e85b060a24a3743cafefa
S75960940,30-07-2024 00:00:00,711.47,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,518881646483,30-07-2024 00:00:00,efd7b761cedb9ea06ad67a20
S75960940,30-07-2024 00:00:00,301.85,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,459877597722,30-07-2024 00:00:00,e6a6413deddd9b8f7ad8a017
S75960940,30-07-2024 00:00:00,767.14,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,153137056643,30-07-2024 00:00:00,b13ff2f400bbdf0c7ccaebe5
S75960940,30-07-2024 00:00:00,481.8,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,285033772850,30-07-2024 00:00:00,693dfacf9b83a35249c17d70
S75960940,30-07-2024 00:00:00,62.6,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,19733598806,30-07-2024 00:00:00,5f8ae378d6eb6fffb862e0df
S75960940,30-07-2024 00:00:00,829.92,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,189798981665,30-07-2024 00:00:00,b7a9ac2cbeebc8b74a04e942
S75960940,30-07-2024 00:00:00,633.46,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,203212556738,30-07-2024 00:00:00,5b37efe87afc10a3998ae8cb
S75960940,30-07-2024 00:00:00,719.75,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,502178902602,30-07-2024 00:00:00,3e8da2ef4cada38af54928ad
S75960940,30-07-2024 00:00:00,513.67,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,113994154617,30-07-2024 00:00:00,c3946baff5ebc62d550b5e2b
S75960940,30-07-2024 00:00:00,692.22,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,71106797134,30-07-2024 00:00:00,dab8e7dc66fa5278df1d9fe0
S75960940,30-07-2024 00:00:00,292.58,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,212753842054,30-07-2024 00:00:00,35dd61f4184a6bc242b9df1c
S75960940,30-07-2024 00:00:00,114.33,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,32701416474,30-07-2024 00:00:00,71cdfe8b8d4ce8ec2fe6b07f
S75960940,30-07-2024 00:00:00,805.41,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,762194641540,30-07-2024 00:00:00,bfd0619dafce521bab892ad2
S75960940,30-07-2024 00:00:00,96.8,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,832463424747,30-07-2024 00:00:00,d491b69db3c8cc66715a35db
S75960940,30-07-2024 00:00:00,447.73,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,706300770230,30-07-2024 00:00:00,f0c17ef74d3bac79f93bc7b7
S75960940,30-07-2024 00:00:00,199.22,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,828918273476,30-07-2024 00:00:00,08d29beabfc6e74f21746fea
S75960940,30-07-2024 00:00:00,742.53,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,439661798298,30-07-2024 00:00:00,acbee03c08ccceeb5e96ff5a
S75960940,30-07-2024 00:00:00,628.92,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,148002008284,30-07-2024 00:00:00,df7c1ba2e9a86a5dca3031bb
S75960940,30-07-2024 00:00:00,285.99,30-07-2024 00:00:00,,2001,2650,20012207843065,27111001182650,258148625540,30-07-2024 00:00:00,98d3f89f11641f2c54e3db00
