Txnuid,Uid,Adjdate,Adjtype,Remitter,Beneficiery,Response,Txndate,Txntime,RRN,Terminalid,Ben_Mobile_No,Rem_Mobile_No,Chbref,Txnamount,Adjamount,Rem/PayeePSP_Fee,Ben_Fee,Ben_FeeSW,Adjfee,Npcifee,Remfeetax,Benfeetax,Npcitax,Adjref,Bankadjref,Adjproof,Compensation amount,time,Penalty,SHDT73,SHDT74,SHDT75,SHDT76,SHDT77,Transaction_Type,Transaction Indicator,Beneficiary Account number,Remitter Account number,Aadhar Number,Mobile Number,Payer PSP,Payee PSP,UPI Transaction ID,Virtual Address,Dispute Flag,Reason Code,MCC,Originating Channel
6982055618,4076758379,02-09-2024 00:00:00,TCC,SBL,FIB,RR,02-09-2024 00:00:00,0:0:0,593431452747,159332,9194499806510,7368512159689,,136.04,136.04,0,0,0,0,0,0,0,0,SBL/FIB/TCC/4076758379,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9039176414254436618,9358317362145498255,,93971762051665,FIB,FIB,b02726db7b0e4a4014fd1fd1,,PBRB,104,1612,UMOB
9055706914,8351771117,02-09-2024 00:00:00,Fraud Chargeback Representment,HDF,MBK,R9,02-09-2024 00:00:00,0:0:0,357169357006,159332,9086220431358,7271187336369,,872.32,872.32,0,0,0,0,0,0,0,0,HDF/MBK/Fraud Chargeback Representment/8351771117,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9008085054171564713,9309510572281998567,,93287643373657,MBK,MBK,6ff5ce1a45c28cd789ba597d,,PBRB,108,5235,IDIR
1203233521,8738173608,02-09-2024 00:00:00,Debit Reversal Confirmation,SBL,HDF,RB,02-09-2024 00:00:00,0:0:0,642528595986,159332,9515835305719,7871155895111,,933.69,933.69,0,0,0,0,0,0,0,0,SBL/HDF/Debit Reversal Confirmation/8738173608,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9077190091460539192,9349738854643834698,,93420288088616,HDF,HDF,bd3ce81be28fc91a4b3fbedd,,PR2C,109,5450,IDIR
1216683183,2263082935,02-09-2024 00:00:00,Chargeback Acceptance,SBL,MBK,RB,02-09-2024 00:00:00,0:0:0,650779944141,159332,9475900166391,7615002677381,,743.45,743.45,0,0,0,0,0,0,0,0,SBL/MBK/Chargeback Acceptance/2263082935,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9048234256167838531,9340082200900522728,,93167847736348,MBK,MBK,8ac4cf525469c292f0def43c,,PBRB,109,9253,UMOB
0094081210,1162034808,02-09-2024 00:00:00,Fraud Chargeback Representment,BOI,PNB,RR,02-09-2024 00:00:00,0:0:0,715542721163,159332,9484805494443,7505818155889,,429.32,429.32,0,0,0,0,0,0,0,0,BOI/PNB/Fraud Chargeback Representment/1162034808,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9017625171076354351,9369460399448123144,,93511130903287,PNB,PNB,dd2b520b3074a7dfa1d01b9f,,PBRB,U008,7967,IDIR
3752444531,1607398963,02-09-2024 00:00:00,Fraud Chargeback Raise,SBL,KMB,R9,02-09-2024 00:00:00,0:0:0,474067115495,159332,9500999771971,7475361714731,,384.11,384.11,0,0,0,0,0,0,0,0,SBL/KMB/Fraud Chargeback Raise/1607398963,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9094017842438151374,9397479913530231011,,93951256614145,KMB,KMB,59fdbffc2aee6fa93d7edde7,,PBRB,104,3223,UMOB
3247899772,3978110555,02-09-2024 00:00:00,Chargeback Acceptance,SBL,CNB,RB,02-09-2024 00:00:00,0:0:0,727898263036,159332,9968732536134,7022968529668,,558.41,558.41,0,0,0,0,0,0,0,0,SBL/CNB/Chargeback Acceptance/3978110555,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9041518203314800342,9362048943329843704,,93692774561582,CNB,CNB,0ff03911ccbea497f70d5ad9,,PR2C,103,5344,UMOB
5435296811,5267472569,02-09-2024 00:00:00,Complaint Raise,CNB,BOI,0,02-09-2024 00:00:00,0:0:0,822600673519,159332,9045733723809,7594044144852,,352.55,352.55,0,0,0,0,0,0,0,0,CNB/BOI/Complaint Raise/5267472569,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9023539975850682485,9362899520266758704,,93400607190602,BOI,BOI,c21fedccba618daafd2d1fd9,,DRC,U010,7671,UMOB
2800786925,1701783133,02-09-2024 00:00:00,Refund Reversal Confirmation,SBL,YOM,RR,02-09-2024 00:00:00,0:0:0,271944073779,159332,9494680131880,7810675130185,,655.65,655.65,0,0,0,0,0,0,0,0,SBL/YOM/Refund Reversal Confirmation/1701783133,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9056254766285320041,9365027332534118992,,93781916249288,YOM,YOM,5b09fcf2bdafeaaca1bd47dd,,DRC,109,1757,IDIR
0530385944,5040191166,02-09-2024 00:00:00,TCC,SBL,UOB,RR,02-09-2024 00:00:00,0:0:0,240742416185,159332,9969917941262,7106624572726,,80.44,80.44,0,0,0,0,0,0,0,0,SBL/UOB/TCC/5040191166,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9029315517795062446,9380453245595766011,,93723646792836,UOB,UOB,df3a91fb10b7f5af65de1f84,,RRC,501,6092,IDIR
4407585302,2088754348,02-09-2024 00:00:00,Fraud Chargeback Raise,SBL,ICI,RB,02-09-2024 00:00:00,0:0:0,696465077537,159332,9380680272576,7987674008063,,435.97,435.97,0,0,0,0,0,0,0,0,SBL/ICI/Fraud Chargeback Raise/2088754348,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9073715143623572979,9394514356743893052,,93790864102480,ICI,ICI,16dfc8fc2b5bef6ccbcf7a35,,RRC,108,4998,IDIR
7910876237,8136124923,02-09-2024 00:00:00,Wrong credit Representment,SBL,YOM,R9,02-09-2024 00:00:00,0:0:0,319776730285,159332,9162624775493,7089116856931,,963.39,963.39,0,0,0,0,0,0,0,0,SBL/YOM/Wrong credit Representment/8136124923,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9084666589063378318,9306107046837630710,,93816190809944,YOM,YOM,abbcdf8cb268ca3b5aa645ff,,PBRB,104,1451,IDIR
8779438360,0333508065,02-09-2024 00:00:00,Response to Complaint,SBL,IPB,RR,02-09-2024 00:00:00,0:0:0,592095311882,159332,9081218889446,7692303301519,,849.63,849.63,0,0,0,0,0,0,0,0,SBL/IPB/Response to Complaint/0333508065,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9082260369833754611,9326374276974641352,,93139682523610,IPB,IPB,2c0fc6b5af5b3e1cb8beac4c,,RRC,103,4487,UMOB
3388684314,9917168578,02-09-2024 00:00:00,Complaint Raise,SBL,BDN,RB,02-09-2024 00:00:00,0:0:0,522900501539,159332,9817606786238,7767441313777,,461.82,461.82,0,0,0,0,0,0,0,0,SBL/BDN/Complaint Raise/9917168578,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9071841613306210923,9300086065720786742,,93341415194658,BDN,BDN,7debef0ea3bead9f80f9c5e7,,TCC,U010,1520,UMOB
8530370990,7109683068,02-09-2024 00:00:00,Chargeback Acceptance,AXB,IIB,0,02-09-2024 00:00:00,0:0:0,831069083276,159332,9712789532855,7928231460041,,88.62,88.62,0,0,0,0,0,0,0,0,AXB/IIB/Chargeback Acceptance/7109683068,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9054413796729914179,9350107135479612734,,93176086706932,IIB,IIB,46caf7eae5159dfec78a8d98,,PBRB,U010,9169,UMOB
3632232711,7910719872,02-09-2024 00:00:00,RET,SBL,ARL,R9,02-09-2024 00:00:00,0:0:0,017368375273,159332,9062617032745,7699748609053,,879.13,879.13,0,0,0,0,0,0,0,0,SBL/ARL/RET/7910719872,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9056454346596423153,9314628080306041988,,93342522176075,ARL,ARL,d26afb0c2787b4ff5098da99,,PBRB,108,0615,IDIR
5877747536,7433676496,02-09-2024 00:00:00,Refund Reversal Confirmation,SBL,BOM,0,02-09-2024 00:00:00,0:0:0,739905615920,159332,9368660392247,7868125261466,,67.86,67.86,0,0,0,0,0,0,0,0,SBL/BOM/Refund Reversal Confirmation/7433676496,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9093900095000353023,9349088835492599870,,93971785482303,BOM,BOM,c6f6edcda0182f6d176ec9cf,,PR2C,108,5828,IDIR
5626169650,1022855753,02-09-2024 00:00:00,Differed Re-presentment Raise,BOB,HDF,R9,02-09-2024 00:00:00,0:0:0,536471118439,159332,9932554443656,7487774722110,,586.32,586.32,0,0,0,0,0,0,0,0,BOB/HDF/Differed Re-presentment Raise/1022855753,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9096100435937006893,9336602521439302797,,93837371848488,HDF,HDF,06fba5b3baba1bfcccbbb2c8,,RRC,103,6123,UMOB
1638837359,8273348251,02-09-2024 00:00:00,Fraud Chargeback Raise,SBL,ICI,RB,02-09-2024 00:00:00,0:0:0,587629890415,159332,9621061386922,7632495479152,,917.12,917.12,0,0,0,0,0,0,0,0,SBL/ICI/Fraud Chargeback Raise/8273348251,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9044423413584268782,9373777376709606990,,93621320758473,ICI,ICI,adeccc573b5a3f8debcf04cd,,PBRB,103,5583,IDIR
0186018092,4393222540,02-09-2024 00:00:00,Chargeback Acceptance,FBL,PNB,R9,02-09-2024 00:00:00,0:0:0,838705132330,159332,9350197011671,7912353132858,,948.10,948.10,0,0,0,0,0,0,0,0,FBL/PNB/Chargeback Acceptance/4393222540,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9083899243823791729,9381704402492300433,,93183758152730,PNB,PNB,5e8acbdd36117fee5ffaebc2,,RRC,U008,4383,IDIR
0998807668,7909619768,02-09-2024 00:00:00,Wrong credit Representment,APP,SIB,RR,02-09-2024 00:00:00,0:0:0,335079469707,159332,9826086319484,7845477292798,,987.76,987.76,0,0,0,0,0,0,0,0,APP/SIB/Wrong credit Representment/7909619768,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9079513020206314014,9374312092662205379,,93780483327942,SIB,SIB,af43102eebcadfe7f693c7fe,,DRC,U010,1540,UMOB
4439835620,1016795774,02-09-2024 00:00:00,Fraud Chargeback Representment,SBL,BDN,R9,02-09-2024 00:00:00,0:0:0,887450743844,159332,9062311831271,7065411511371,,640.95,640.95,0,0,0,0,0,0,0,0,SBL/BDN/Fraud Chargeback Representment/1016795774,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9045592557997703649,9337663732459175243,,93856512205336,BDN,BDN,ccf26984be8d6e3523dd0ceb,,DRC,104,6860,UMOB
2095766263,7312616211,02-09-2024 00:00:00,Debit Reversal Confirmation,SBL,APP,RB,02-09-2024 00:00:00,0:0:0,780169005819,159332,9784101925099,7780643279846,,295.78,295.78,0,0,0,0,0,0,0,0,SBL/APP/Debit Reversal Confirmation/7312616211,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9076670264458168189,9329154839369575609,,93429547369995,APP,APP,ebd5a53d51c96ba07bed65da,,PBRB,U008,4577,IDIR
8693840719,9570228094,02-09-2024 00:00:00,Complaint Raise,IIB,GTI,RB,02-09-2024 00:00:00,0:0:0,765806840290,159332,9485958341489,7418582484930,,665.09,665.09,0,0,0,0,0,0,0,0,IIB/GTI/Complaint Raise/9570228094,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9010897701301055157,9352728710002148734,,93411935790891,GTI,GTI,5d371396d668249368ffdde4,,TCC,102,1314,IDIR
2539873094,6889148431,02-09-2024 00:00:00,Differed Chargeback Raise,SBL,AXB,0,02-09-2024 00:00:00,0:0:0,532564479509,159332,9612907181307,7855212595605,,960.07,960.07,0,0,0,0,0,0,0,0,SBL/AXB/Differed Chargeback Raise/6889148431,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9081981148088007313,9330680671942717700,,93107376918333,AXB,AXB,ce8a8ced7c422f72908b4ee3,,PBRB,103,4535,UMOB
9230067845,3167488547,02-09-2024 00:00:00,Re-presentment Raise,SBL,IOB,RR,02-09-2024 00:00:00,0:0:0,546867680125,159332,9694871397366,7548991609788,,828.58,828.58,0,0,0,0,0,0,0,0,SBL/IOB/Re-presentment Raise/3167488547,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9039888535180238746,9351239817837788475,,93461338382171,IOB,IOB,0a17cdcca13f7a0e6b978859,,DRC,102,4416,UMOB
5790248892,1136284753,02-09-2024 00:00:00,Complaint Raise,AXB,YES,0,02-09-2024 00:00:00,0:0:0,025779889230,159332,9567743504419,7234045185118,,411.03,411.03,0,0,0,0,0,0,0,0,AXB/YES/Complaint Raise/1136284753,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9039334458704733133,9321107652493396048,,93882861804816,YES,YES,a63ccfcea28eea2c2817bf27,,RRC,103,9529,UMOB
1151007908,7773474596,02-09-2024 00:00:00,Credit Adjustment,SBL,BOB,RB,02-09-2024 00:00:00,0:0:0,442108351501,159332,9922635804038,7343454337036,,7.09,7.09,0,0,0,0,0,0,0,0,SBL/BOB/Credit Adjustment/7773474596,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9041571832375222907,9385581677975928116,,93579056639707,BOB,BOB,237eadfdab4cccbbfa3c7fc3,,RRC,104,9055,UMOB
6564690357,2270482566,02-09-2024 00:00:00,Debit Reversal Confirmation,SBL,YJU,RB,02-09-2024 00:00:00,0:0:0,642623844639,159332,9863837509302,7096783420038,,992.74,992.74,0,0,0,0,0,0,0,0,SBL/YJU/Debit Reversal Confirmation/2270482566,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9078839008370377395,9371166730330802013,,93472168786819,YJU,YJU,c876dccaca50faafa34e5f7a,,TCC,104,2197,IDIR
1288031770,0454958191,02-09-2024 00:00:00,Online Refund,PNB,KMB,RB,02-09-2024 00:00:00,0:0:0,253479464844,159332,9690124451763,7309534360702,,653.50,653.50,0,0,0,0,0,0,0,0,PNB/KMB/Online Refund/0454958191,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9084252602598613546,9327817359425207082,,93800080692716,KMB,KMB,50e9dfdb1b738e02f93f13b8,,TCC,104,0309,UMOB
1415325156,0579774682,02-09-2024 00:00:00,RET,SBL,KMB,RR,02-09-2024 00:00:00,0:0:0,130609539773,159332,9891418872207,7257530002098,,829.13,829.13,0,0,0,0,0,0,0,0,SBL/KMB/RET/0579774682,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9083119037009243488,9338648672028815392,,93132447154559,KMB,KMB,e3f4a51fcb901fbad35f3a6d,,DRC,103,0173,UMOB
9591664326,3495753240,02-09-2024 00:00:00,Online Refund,SBL,YOM,R9,02-09-2024 00:00:00,0:0:0,539098644496,159332,9194176987706,7185923467860,,979.48,979.48,0,0,0,0,0,0,0,0,SBL/YOM/Online Refund/3495753240,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9014172598886027198,9356355824573388206,,93191863660375,YOM,YOM,11f3c74951b28eeaafc9d0e0,,DRC,103,6080,UMOB
7032936364,9356185754,02-09-2024 00:00:00,Differed Re-presentment Raise,UOB,IIB,RB,02-09-2024 00:00:00,0:0:0,069211836432,159332,9765021276981,7417207183116,,713.82,713.82,0,0,0,0,0,0,0,0,UOB/IIB/Differed Re-presentment Raise/9356185754,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9025842259231870405,9373934005838855383,,93832844410880,IIB,IIB,f0ece05ddefb0de02a6aacbb,,TCC,U008,4938,IDIR
1313673440,9981566195,02-09-2024 00:00:00,Complaint Raise,SBL,FIB,R9,02-09-2024 00:00:00,0:0:0,328491689882,159332,9844893943256,7991831964092,,119.25,119.25,0,0,0,0,0,0,0,0,SBL/FIB/Complaint Raise/9981566195,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9090205842095023512,9305150361878627063,,93139714972198,FIB,FIB,828db9d583586b18f8ed67cc,,PBRB,U010,2567,IDIR
4498345590,2333398650,02-09-2024 00:00:00,Differed Re-presentment Raise,SBL,HDF,R9,02-09-2024 00:00:00,0:0:0,098871478558,159332,9536057054189,7096564156443,,865.64,865.64,0,0,0,0,0,0,0,0,SBL/HDF/Differed Re-presentment Raise/2333398650,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9031448862463542206,9357351534775569744,,93334381725550,HDF,HDF,c4ddbdf3cecd8d7ede9a78da,,PBRB,U008,8031,UMOB
6404965029,5907003660,02-09-2024 00:00:00,Credit Adjustment,SBL,AXB,RB,02-09-2024 00:00:00,0:0:0,912675175662,159332,9403601943313,7863827904137,,237.91,237.91,0,0,0,0,0,0,0,0,SBL/AXB/Credit Adjustment/5907003660,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9041270371764561840,9306578093770146590,,93480921609362,AXB,AXB,207e04d5e776b06c8dbbbc1d,,TCC,501,8978,IDIR
3434417685,6400465161,02-09-2024 00:00:00,Chargeback Acceptance,SBL,HDF,RR,02-09-2024 00:00:00,0:0:0,716214279372,159332,9031185429592,7953379148757,,395.50,395.50,0,0,0,0,0,0,0,0,SBL/HDF/Chargeback Acceptance/6400465161,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9070765473131923931,9351320439166766948,,93277749176522,HDF,HDF,44caa37f351075b80fbcb8cc,,DRC,104,3099,UMOB
5030029334,7940979504,02-09-2024 00:00:00,Debit Reversal Confirmation,SBL,IDB,RR,02-09-2024 00:00:00,0:0:0,732431265788,159332,9105238702114,7455715550513,,463.38,463.38,0,0,0,0,0,0,0,0,SBL/IDB/Debit Reversal Confirmation/7940979504,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9081697659276779628,9365318345933740914,,93432239881711,IDB,IDB,7a8aa67cf5b4124f8ff2fefd,,DRC,U008,8764,IDIR
3302037386,9338555314,02-09-2024 00:00:00,RET,IIB,IOB,RR,02-09-2024 00:00:00,0:0:0,482142374723,159332,9177909559675,7054912400971,,522.42,522.42,0,0,0,0,0,0,0,0,IIB/IOB/RET/9338555314,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9020698629117950774,9398376129944608440,,93620692985372,IOB,IOB,cd418d4cc1cffacfbdeafbee,,PBRB,102,8017,IDIR
6796837571,6613511472,02-09-2024 00:00:00,Debit Reversal Confirmation,SBI,ICI,RR,02-09-2024 00:00:00,0:0:0,337884754117,159332,9034323919485,7922923572487,,630.55,630.55,0,0,0,0,0,0,0,0,SBI/ICI/Debit Reversal Confirmation/6613511472,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9064395705230061077,9369460581265963118,,93250028839097,ICI,ICI,23dcd3dae0bfa8cd46eaf08a,,RRC,U008,0539,IDIR
6363496315,6309580772,02-09-2024 00:00:00,Online Refund,PNB,YJU,R9,02-09-2024 00:00:00,0:0:0,903375637380,159332,9604352737893,7144486130393,,744.46,744.46,0,0,0,0,0,0,0,0,PNB/YJU/Online Refund/6309580772,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9019732489825419034,9317319344508953260,,93292731562066,YJU,YJU,d701acb01b9e7a7904e74030,,RRC,108,2272,UMOB
