Txnuid,Uid,Adjdate,Adjtype,Remitter,Beneficiery,Response,Txndate,Txntime,RRN,Terminalid,Ben_Mobile_No,Rem_Mobile_No,Chbref,Txnamount,Adjamount,Rem/PayeePSP_Fee,Ben_Fee,Ben_FeeSW,Adjfee,Npcifee,Remfeetax,Benfeetax,Npcitax,Adjref,Bankadjref,Adjproof,Compensation amount,time,Penalty,SHDT73,SHDT74,SHDT75,SHDT76,SHDT77,Transaction_Type,Transaction Indicator,Beneficiary Account number,Remitter Account number,Aadhar Number,Mobile Number,Payer PSP,Payee PSP,UPI Transaction ID,Virtual Address,Dispute Flag,Reason Code,MCC,Originating Channel
2723604448,0628783308,01-09-2024 00:00:00,Re-presentment Raise,SBL,YES,R9,01-09-2024 00:00:00,0:0:0,529425935722,159332,9643474072223,7712036327456,,617.37,617.37,0,0,0,0,0,0,0,0,SBL/YES/Re-presentment Raise/0628783308,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9036723468207296735,9373609789981871669,,93437972324239,YES,YES,e802dd5ae4cafb375adeeccd,,PR2C,104,4323,IDIR
4553097129,3718226140,01-09-2024 00:00:00,Wrong credit Representment,SBL,IOB,RB,01-09-2024 00:00:00,0:0:0,937871207702,159332,9871998942573,7194311776095,,695.56,695.56,0,0,0,0,0,0,0,0,SBL/IOB/Wrong credit Representment/3718226140,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9037321993435872820,9381997230763040537,,93129937614310,IOB,IOB,f6edda1938cb4eebd26d00a7,,TCC,104,0825,UMOB
8433282805,1994491357,01-09-2024 00:00:00,Wrong Credit Chargeback Acceptance,KMB,BOM,RB,01-09-2024 00:00:00,0:0:0,985050850820,159332,9637913788183,7675692754528,,623.99,623.99,0,0,0,0,0,0,0,0,KMB/BOM/Wrong Credit Chargeback Acceptance/1994491357,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9028815697663867637,9303888556392062124,,93350997935614,BOM,BOM,cd5fea73ffcbc98ca869bb7d,,PBRB,U010,5782,UMOB
9837431342,3742645488,01-09-2024 00:00:00,Fraud Chargeback Raise,SBL,CBI,R9,01-09-2024 00:00:00,0:0:0,309548195244,159332,9124296495435,7737703533374,,913.14,913.14,0,0,0,0,0,0,0,0,SBL/CBI/Fraud Chargeback Raise/3742645488,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9097689426396495553,9313452813311338147,,93941665372689,CBI,CBI,00ab58fcdf7d78a10d601c89,,PBRB,102,7005,UMOB
3201886097,1471778893,01-09-2024 00:00:00,Chargeback Raise,SBL,FIB,RR,01-09-2024 00:00:00,0:0:0,501745754305,159332,9904540080609,7587021204044,,616.06,616.06,0,0,0,0,0,0,0,0,SBL/FIB/Chargeback Raise/1471778893,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9096404546381709443,9313662250177747687,,93003977923896,FIB,FIB,3ab0cb316fedada9fa0f1d68,,PR2C,501,0394,IDIR
0544359183,0685728028,01-09-2024 00:00:00,Wrong Credit Chargeback Acceptance,BOB,SIB,R9,01-09-2024 00:00:00,0:0:0,467406895815,159332,9821431271876,7244897715954,,495.70,495.70,0,0,0,0,0,0,0,0,BOB/SIB/Wrong Credit Chargeback Acceptance/0685728028,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9081728176564544389,9375686370816265949,,93522881837148,SIB,SIB,d144d3df45358cbcfcefcb6e,,PBRB,109,9758,IDIR
3121734641,8042609045,01-09-2024 00:00:00,Online Refund,PNB,BDN,RB,01-09-2024 00:00:00,0:0:0,176691070515,159332,9397412058812,7119890832750,,320.55,320.55,0,0,0,0,0,0,0,0,PNB/BDN/Online Refund/8042609045,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9045471719014556702,9374915460410847694,,93801299861992,BDN,BDN,aa47daceaaa9a57cfc7e4e0d,,PR2C,104,5797,UMOB
1234715839,8681139006,01-09-2024 00:00:00,Complaint Raise,SBL,CBI,0,01-09-2024 00:00:00,0:0:0,610274536642,159332,9944455254269,7386789106757,,822.02,822.02,0,0,0,0,0,0,0,0,SBL/CBI/Complaint Raise/8681139006,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9000277479439787415,9387287890616716377,,93160445289151,CBI,CBI,80ccbea697c12d8b1703d0e4,,PBRB,501,3832,IDIR
5649638873,2863023338,01-09-2024 00:00:00,Wrong Credit Chargeback Acceptance,INB,IIB,RB,01-09-2024 00:00:00,0:0:0,454149605338,159332,9547647363569,7881613261716,,785.22,785.22,0,0,0,0,0,0,0,0,INB/IIB/Wrong Credit Chargeback Acceptance/2863023338,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9094674761930511033,9375786557747071574,,93818366447215,IIB,IIB,7ae2e7ea3d42091fa0b31bdf,,PR2C,108,0138,IDIR
2563482415,4702125968,01-09-2024 00:00:00,Debit Reversal Confirmation,SBL,BDN,0,01-09-2024 00:00:00,0:0:0,827672171455,159332,9381115277869,7424088603798,,589.37,589.37,0,0,0,0,0,0,0,0,SBL/BDN/Debit Reversal Confirmation/4702125968,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9014585633173073315,9370341522357726508,,93884384560822,BDN,BDN,db5f2f386dcd9f57f5dde8cc,,TCC,103,0038,UMOB
4877681097,4799235676,01-09-2024 00:00:00,Complaint Raise,GTI,SBI,RR,01-09-2024 00:00:00,0:0:0,830005911418,159332,9949826760813,7544642393761,,112.51,112.51,0,0,0,0,0,0,0,0,GTI/SBI/Complaint Raise/4799235676,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9090527428920842573,9353321244138864571,,93787024297884,SBI,SBI,92ded02bf5b744bedcbfebec,,DRC,U010,0657,IDIR
4000382694,9335602017,01-09-2024 00:00:00,Chargeback Raise,SBI,ARL,0,01-09-2024 00:00:00,0:0:0,643416888306,159332,9079590349238,7344961283681,,652.46,652.46,0,0,0,0,0,0,0,0,SBI/ARL/Chargeback Raise/9335602017,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9064644777030159576,9373923642828265166,,93735284875080,ARL,ARL,fdcecced7839c83e07fe82a6,,PBRB,U010,2298,UMOB
3167625714,1470763192,01-09-2024 00:00:00,Refund Reversal Confirmation,SBL,YJU,0,01-09-2024 00:00:00,0:0:0,415829309615,159332,9369838028605,7479964748643,,768.47,768.47,0,0,0,0,0,0,0,0,SBL/YJU/Refund Reversal Confirmation/1470763192,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9056021908193158945,9339847479512848410,,93918547658348,YJU,YJU,ed666dcc1ec4335c5cea6eeb,,PR2C,U010,7749,IDIR
2192348183,9970548466,01-09-2024 00:00:00,Debit Reversal Confirmation,SBL,APP,R9,01-09-2024 00:00:00,0:0:0,010167833143,159332,9262144698111,7138297311997,,330.69,330.69,0,0,0,0,0,0,0,0,SBL/APP/Debit Reversal Confirmation/9970548466,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9094758826858741386,9388185454351973831,,93550264615996,APP,APP,dac5167f25b3ac08dd04c98a,,PR2C,102,0643,IDIR
3704594979,0301394936,01-09-2024 00:00:00,Online Refund,SBL,FBL,0,01-09-2024 00:00:00,0:0:0,342996057978,159332,9395211499108,7038884279710,,327.21,327.21,0,0,0,0,0,0,0,0,SBL/FBL/Online Refund/0301394936,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9017727576301723667,9347205263541023003,,93179021156991,FBL,FBL,59935a3f22d4c16aec90f72b,,PBRB,103,3755,UMOB
9525690195,4010860079,01-09-2024 00:00:00,Wrong credit Representment,SBL,UCO,RR,01-09-2024 00:00:00,0:0:0,016928125278,159332,9458683786679,7316953157882,,548.82,548.82,0,0,0,0,0,0,0,0,SBL/UCO/Wrong credit Representment/4010860079,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9018379553942489011,9338853045977390808,,93449311336687,UCO,UCO,bdcc70d5f68caceb2b4527ea,,PBRB,109,5773,IDIR
3230573022,1011655130,01-09-2024 00:00:00,Wrong credit Representment,PNB,MBK,0,01-09-2024 00:00:00,0:0:0,585747325191,159332,9979314896208,7283782583874,,717.15,717.15,0,0,0,0,0,0,0,0,PNB/MBK/Wrong credit Representment/1011655130,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9030455859105787685,9350230206664959564,,93971470302596,MBK,MBK,da829115363a091dfbea9f6a,,RRC,U010,0693,IDIR
6710124474,1435279126,01-09-2024 00:00:00,Complaint Raise,SBL,BOB,0,01-09-2024 00:00:00,0:0:0,098757897514,159332,9150323066439,7955468840056,,235.93,235.93,0,0,0,0,0,0,0,0,SBL/BOB/Complaint Raise/1435279126,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9058210465376660354,9376218597818817219,,93888573569725,BOB,BOB,eac2b1ddb3cecaeabf5f80f2,,RRC,109,6076,IDIR
4229188316,2115352357,01-09-2024 00:00:00,Online Refund,SBL,YJU,RB,01-09-2024 00:00:00,0:0:0,277431588957,159332,9005149562679,7589627545440,,585.74,585.74,0,0,0,0,0,0,0,0,SBL/YJU/Online Refund/2115352357,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9084122390872146948,9344044888935622614,,93972863022911,YJU,YJU,1fa427dbdce9c71ccdb4419f,,TCC,108,7605,IDIR
4093266728,5219123192,01-09-2024 00:00:00,Credit Adjustment,SBL,YOM,R9,01-09-2024 00:00:00,0:0:0,638460078287,159332,9388277855040,7606855345910,,663.18,663.18,0,0,0,0,0,0,0,0,SBL/YOM/Credit Adjustment/5219123192,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9038279681351407996,9315895071583315731,,93486854871847,YOM,YOM,55c1c8d19e3046cec9923dbf,,PBRB,109,3783,UMOB
6003871124,2414623479,01-09-2024 00:00:00,Complaint Raise,SBL,IOB,0,01-09-2024 00:00:00,0:0:0,428890018365,159332,9285387463991,7099204788161,,1.39,1.39,0,0,0,0,0,0,0,0,SBL/IOB/Complaint Raise/2414623479,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9021857241964523654,9352464018235435022,,93159483037149,IOB,IOB,69da27bddaab4fb1d7378382,,DRC,102,1813,UMOB
3207578492,2188238326,01-09-2024 00:00:00,Wrong Credit Chargeback Raise,SBL,MBK,RB,01-09-2024 00:00:00,0:0:0,859129275365,159332,9530437081852,7625590856633,,865.95,865.95,0,0,0,0,0,0,0,0,SBL/MBK/Wrong Credit Chargeback Raise/2188238326,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9056214957319092041,9360843258669204490,,93375046602679,MBK,MBK,4bcbf9d0b58dd16d2b7f77fe,,PBRB,103,9153,IDIR
0158908654,7115671887,01-09-2024 00:00:00,Refund Reversal Confirmation,SBL,BOM,R9,01-09-2024 00:00:00,0:0:0,195344073766,159332,9426486983160,7817258930907,,238.48,238.48,0,0,0,0,0,0,0,0,SBL/BOM/Refund Reversal Confirmation/7115671887,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9050677944780387803,9320887099458109836,,93325751056732,BOM,BOM,1c25faaf28a4d4dbc8bfdfca,,RRC,109,5513,IDIR
9506194296,0675935355,01-09-2024 00:00:00,Credit Adjustment,SBI,AXB,R9,01-09-2024 00:00:00,0:0:0,787016508796,159332,9873210768816,7803389928389,,318.94,318.94,0,0,0,0,0,0,0,0,SBI/AXB/Credit Adjustment/0675935355,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9060895892906279564,9352037043764393440,,93178023034984,AXB,AXB,781abbbd186efe5f3a05e00e,,PBRB,U008,0338,IDIR
2251732746,1943190224,01-09-2024 00:00:00,Fraud Chargeback Representment,SBL,BOI,RB,01-09-2024 00:00:00,0:0:0,376855360014,159332,9952435451241,7954255157003,,10.00,10.00,0,0,0,0,0,0,0,0,SBL/BOI/Fraud Chargeback Representment/1943190224,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9057498094124813891,9308322696489306101,,93208003063899,BOI,BOI,7d3e6ee7d1bc7bcfa8c96ede,,PBRB,109,6691,UMOB
6433757944,5605517087,01-09-2024 00:00:00,Fraud Chargeback Representment,SBL,BOM,RB,01-09-2024 00:00:00,0:0:0,226094741636,159332,9288266324255,7395546762137,,222.70,222.70,0,0,0,0,0,0,0,0,SBL/BOM/Fraud Chargeback Representment/5605517087,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9027970316155109363,9326877884711309911,,93400019868191,BOM,BOM,decbc5cc622319bbcdf6d871,,PBRB,103,2977,IDIR
2052654674,5954650021,01-09-2024 00:00:00,Chargeback Raise,SBL,YJU,0,01-09-2024 00:00:00,0:0:0,256436212792,159332,9639426042781,7679267546638,,191.35,191.35,0,0,0,0,0,0,0,0,SBL/YJU/Chargeback Raise/5954650021,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9032842671350438666,9369653357186919302,,93824947810259,YJU,YJU,7191e4cfd6438d9aefef7dac,,PR2C,104,2997,IDIR
0098773059,3510757823,01-09-2024 00:00:00,Wrong Credit Chargeback Acceptance,SBL,IDC,RR,01-09-2024 00:00:00,0:0:0,285305950965,159332,9286589351891,7378023792937,,783.73,783.73,0,0,0,0,0,0,0,0,SBL/IDC/Wrong Credit Chargeback Acceptance/3510757823,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9033219980395970934,9353698351417265452,,93948567183293,IDC,IDC,a6da333ad19dee90cc14e5f5,,PBRB,U008,2767,UMOB
8563155459,3266296434,01-09-2024 00:00:00,Fraud Chargeback Representment,SBL,BDN,R9,01-09-2024 00:00:00,0:0:0,934975463454,159332,9361526352354,7031011562149,,361.90,361.90,0,0,0,0,0,0,0,0,SBL/BDN/Fraud Chargeback Representment/3266296434,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9041373084991800971,9365302582884648563,,93009923418112,BDN,BDN,a9dede03ffccee1eec2fecee,,PR2C,104,8022,IDIR
1229987359,3276989975,01-09-2024 00:00:00,Chargeback Raise,IPB,PNB,R9,01-09-2024 00:00:00,0:0:0,844917190601,159332,9158831572055,7876129201737,,419.17,419.17,0,0,0,0,0,0,0,0,IPB/PNB/Chargeback Raise/3276989975,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9013659399412474713,9349223756557089763,,93602039547993,PNB,PNB,b9b6e358f0d6bd6ba07ec057,,DRC,102,5082,UMOB
5197124172,7123485862,01-09-2024 00:00:00,Online Refund,SBL,IDC,R9,01-09-2024 00:00:00,0:0:0,246541590689,159332,9849669186172,7679201539816,,970.74,970.74,0,0,0,0,0,0,0,0,SBL/IDC/Online Refund/7123485862,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9066804822966500642,9385860681728935609,,93075150845420,IDC,IDC,4e7eb7826c041c65e9e2f0fe,,PBRB,U008,6901,IDIR
4124050009,3451994343,01-09-2024 00:00:00,Wrong Credit Chargeback Raise,SBL,APP,R9,01-09-2024 00:00:00,0:0:0,084858741893,159332,9152240641027,7531573680604,,894.68,894.68,0,0,0,0,0,0,0,0,SBL/APP/Wrong Credit Chargeback Raise/3451994343,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9095850974820920612,9391476998456845033,,93906460831501,APP,APP,1cb0ededaae2afe6dc23ba19,,TCC,102,0536,UMOB
5916829754,1357154510,01-09-2024 00:00:00,Wrong Credit Chargeback Acceptance,SBL,IIB,R9,01-09-2024 00:00:00,0:0:0,718325967713,159332,9143506891448,7535286148757,,894.06,894.06,0,0,0,0,0,0,0,0,SBL/IIB/Wrong Credit Chargeback Acceptance/1357154510,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9014256900311165776,9360613345722553064,,93670297443075,IIB,IIB,c5b8e4f0df81d20c80e36fcc,,PBRB,109,4038,UMOB
1301867084,9068886308,01-09-2024 00:00:00,Response to Complaint,YJU,SIB,RR,01-09-2024 00:00:00,0:0:0,341860746577,159332,9219172706179,7499086038135,,960.44,960.44,0,0,0,0,0,0,0,0,YJU/SIB/Response to Complaint/9068886308,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9086618180372365240,9372186576064928425,,93023714613700,SIB,SIB,6dce7dfda8b93970ca3eece5,,DRC,103,9209,IDIR
4824735220,4648895613,01-09-2024 00:00:00,Complaint Raise,FBL,BOB,RR,01-09-2024 00:00:00,0:0:0,826961795477,159332,9580317169484,7810196014404,,637.63,637.63,0,0,0,0,0,0,0,0,FBL/BOB/Complaint Raise/4648895613,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9078591197153873640,9339901192496886755,,93694311824554,BOB,BOB,acefad4014a31e4f4debef0e,,RRC,501,7872,UMOB
0532510470,1766747312,01-09-2024 00:00:00,Complaint Raise,SBL,IPB,R9,01-09-2024 00:00:00,0:0:0,891408930465,159332,9077430821236,7298658583726,,71.58,71.58,0,0,0,0,0,0,0,0,SBL/IPB/Complaint Raise/1766747312,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9096935436314491565,9320294860144916494,,93192909258035,IPB,IPB,ff7dc6777cebea0dc2f16abb,,RRC,109,7957,UMOB
7973559866,2895779830,01-09-2024 00:00:00,Fraud Chargeback Raise,AXB,KMB,R9,01-09-2024 00:00:00,0:0:0,867948458683,159332,9645421647077,7044577180335,,304.84,304.84,0,0,0,0,0,0,0,0,AXB/KMB/Fraud Chargeback Raise/2895779830,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9071741096633050702,9340674629281425470,,93542740523944,KMB,KMB,03bf2aa6a5eacbbd6d6c717e,,RRC,108,1170,UMOB
5161733313,0599388972,01-09-2024 00:00:00,Credit Adjustment,SBL,YOM,RR,01-09-2024 00:00:00,0:0:0,974656013183,159332,9246929941122,7701942742638,,317.23,317.23,0,0,0,0,0,0,0,0,SBL/YOM/Credit Adjustment/0599388972,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9087771808161104079,9381194542626702493,,93423301549439,YOM,YOM,efe0141dfcacea65c60f0d7c,,PR2C,U008,3897,UMOB
0071053560,8722392302,01-09-2024 00:00:00,Differed Re-presentment Raise,FBL,CBI,RB,01-09-2024 00:00:00,0:0:0,497773080280,159332,9416208404710,7019986106186,,526.00,526.00,0,0,0,0,0,0,0,0,FBL/CBI/Differed Re-presentment Raise/8722392302,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9072996228730708294,9330891234626110089,,93216873306588,CBI,CBI,6ec8bdeda3b88af2ccbd04e4,,PR2C,104,9330,UMOB
3471098130,0634082608,01-09-2024 00:00:00,Chargeback Acceptance,SBL,PNB,0,01-09-2024 00:00:00,0:0:0,746983309285,159332,9124229761230,7406334115872,,480.62,480.62,0,0,0,0,0,0,0,0,SBL/PNB/Chargeback Acceptance/0634082608,Credit Adjustment,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9055574052740440523,9348205624756141040,,93670399743513,PNB,PNB,7bae5d5b6f9aa7ad9a2fc42b,,RRC,103,4963,UMOB
5416217932,5651630235,01-09-2024 00:00:00,Differed Chargeback Raise,INB,IPB,R9,01-09-2024 00:00:00,0:0:0,031677615423,159332,9638254489977,7607614364089,,7.72,7.72,0,0,0,0,0,0,0,0,INB/IPB/Differed Chargeback Raise/5651630235,DRC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9084497750392917687,9319156967462997329,,93433878887998,IPB,IPB,77fa7b498e08bfa87ca69b0d,,DRC,109,0044,IDIR
4492390009,6626153849,01-09-2024 00:00:00,Re-presentment Raise,FBL,BOB,RR,01-09-2024 00:00:00,0:0:0,764230021650,159332,9274361209393,7749988781221,,684.57,684.57,0,0,0,0,0,0,0,0,FBL/BOB/Re-presentment Raise/6626153849,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9098669863373705550,9398898562954151583,,93949371986697,BOB,BOB,53fc7ceae6881bbbf36cb01e,,PBRB,U010,3232,UMOB
0701566638,9379689631,01-09-2024 00:00:00,Refund Reversal Confirmation,SBL,CBI,RR,01-09-2024 00:00:00,0:0:0,368249757513,159332,9317182890711,7034711722936,,696.07,696.07,0,0,0,0,0,0,0,0,SBL/CBI/Refund Reversal Confirmation/9379689631,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,COLLECT,9038373510484301761,9317313983331008603,,93160029726375,CBI,CBI,8c7ab7a10e045ed449d21564,,RRC,108,5287,UMOB
8238771009,9085280282,01-09-2024 00:00:00,Debit Reversal Confirmation,SBL,FIB,R9,01-09-2024 00:00:00,0:0:0,649775525740,159332,9600817693196,7453731825441,,60.41,60.41,0,0,0,0,0,0,0,0,SBL/FIB/Debit Reversal Confirmation/9085280282,UPI,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9026085535007768886,9304866555235463676,,93099229252429,FIB,FIB,295ac6299711a341bfd95fe1,,PBRB,102,5232,UMOB
8795805558,5775422748,01-09-2024 00:00:00,Differed Re-presentment Raise,SBL,FBL,RR,01-09-2024 00:00:00,0:0:0,183466032317,159332,9041806105625,7719482328244,,612.48,612.48,0,0,0,0,0,0,0,0,SBL/FBL/Differed Re-presentment Raise/5775422748,TCC,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9051619010119930925,9301270254673681356,,93499829702057,FBL,FBL,e6cbe4cebdd11cf891e51d41,,RRC,104,3191,IDIR
9876786372,4252927610,01-09-2024 00:00:00,Differed Re-presentment Raise,SBL,YJU,R9,01-09-2024 00:00:00,0:0:0,671496878203,159332,9893725030516,7028497828082,,112.92,112.92,0,0,0,0,0,0,0,0,SBL/YJU/Differed Re-presentment Raise/4252927610,RET,DRC_20240402_83.CSV,0,,0,,,,,,U2,PAY,9022478225541549291,9317737378062501410,,93118085048940,YJU,YJU,ead7bf4bc7255d033847ddb6,,RRC,109,9827,IDIR
