Date of txn,Amount,Resp Code,Status,RRN,Ext id,Payee Vpa,Txn Note,Payer UPI ID,PayerName,Txn Id,MCC
30-07-2024 00:00:00,386.57,U30,FAILURE,809666253079,e660e030-e25a-4dbd-9c8a-8ecbc9f1798e,grocery.town@sbm,Person,Cornell32@okhdfcbank,N,18ac9e18b942659ec08fbab6,5411
30-07-2024 00:00:00,264.73,U67,SUCCESS,849771767041,8383808c-ba72-4237-acbc-f3fb9a7060de,grocery.organic@sbm,PayMerchant,Jaeden.Bode@abfspay,N,F0fd1e4bcea7ce%$%$7f8afbca0b,5411
30-07-2024 00:00:00,731.58,U31,SUCCESS,517163568684,81b856c2-a95d-47b4-9110-15128a7d83b9,gamming.bike@sbm,Person,Abbigail_Durgan@paytm,N,b1c6cae709bad347ebd460c3,5816
30-07-2024 00:00:00,105.61,U31,SUCCESS,640619743270,a3be08fa-41bc-4192-9767-6631cb27cf81,dinning.tacos@sbm,payMerchant,Edgardo_Tremblay@okicici,N,b0c56e54154d2bcda86cfecd,5814
30-07-2024 00:00:00,860.77,U30,FAILURE,688684192987,7a770583-d277-4096-8f80-ca8085a1088d,dinning.sushi@sbm,payMerchant,Fredrick_Gorczany78@axl,N,ce5a5b09869cc58bd4becace,5814
30-07-2024 00:00:00,660.25,U30,FAILURE,80969345795,26d91037-3674-4133-969e-3116a3394edd,telecom.voip@sbm,Person,Bertram71@abfspay,N,f3e75fcb449a6726ac9bbdef,4814
30-07-2024 00:00:00,557.74,U78,SUCCESS,67171469448,77e3d4e9-ab93-4b5f-aba5-921a2223cd13,dinning.tacos@sbm,payMerchant,Elfrieda_Pfannerstill56@okaxis,N,aba4e7de37bf23c372bbc874,5814
30-07-2024 00:00:00,369.52,U78,SUCCESS,388885612835,d9660343-7859-4436-8000-9a09143e2e50,bookerr.npstltdindia@sbm,PayMerchant,Kristin.Ryan99@rapl,N,6d76aeee6af8dcaf29a57bb3,
30-07-2024 00:00:00,101.8,N,FAILURE,586481099050,10d1b33e-0e1c-4b37-8592-1369f3eb9932,telecom.satellite@sbm,Person,Tressa26@axl,N,e8bf321bf230fcaaeb07052c,4814
30-07-2024 00:00:00,403.51,U30,SUCCESS,601010648684,0a62c849-1946-4ca6-b2c3-b8b761a73e64,gamming.bike@sbm,payMerchant,Letitia29@rapl,N,1bebeefaee6f9cc4c8eb60e2,5816
30-07-2024 00:00:00,741.4,S96,DEEMED,892006152738,9f5c72fe-b539-4d57-b664-e4b746b0bdc7,dinning.sushi@sbm,PayMerchant,Blake.Rogahn@yapl,N,b59c18eb44dd1abbdc9ab02f,5814
30-07-2024 00:00:00,258.34,U78,FAILURE,994946712000,b3aa213a-84b6-4464-8cda-e644254d695b,traveler.adventure@sbm,PayMerchant,Fritz_Stanton@icici,N,d13171c1e0b3ccd6900e501c,4722
30-07-2024 00:00:00,250.27,U30,SUCCESS,724897560519,96f0ac6b-6e66-49b4-a074-d351815be9e4,telecom.cable@sbm,Person,Tyrique.Glover31@icici,N,ca0ea3fc3fbdf3a3245e8177,4814
30-07-2024 00:00:00,694.08,U31,DEEMED,438768088342,09cf7598-f7a7-4a48-a3ee-201d7bf8c557,gamming.boat@sbm,PayMerchant,Erna_Lang@okaxis,N,ced73ae8f3ea1f5bc2ad1b99,5816
30-07-2024 00:00:00,89.87,U09,SUCCESS,642450978793,bc1e0128-98c7-42b7-803b-c25b764bcb13,bookerr.npstltdindia@sbm,Person,Tobin_Nader@oksbi,N,262d9c7c4bb5815eaa6fefbc,
30-07-2024 00:00:00,189.17,U78,DEEMED,34864856941,ed5d7852-5402-4010-9ab8-a0aed8162a8c,grocery.marketplace@sbm,Person,Mikel.Nitzsche85@okhdfcbank,N,ecc2c6bcaa2e9f6fcf1ddeb2,5411
30-07-2024 00:00:00,439.28,U09,SUCCESS,758515186250,181bb4bb-be9f-4821-9437-5353e9b115f8,gamming.robot@sbm,Person,Elmira.Durgan82@okaxis,N,cf562bd9c3fbad55fb2ddbb0,5816
30-07-2024 00:00:00,769.53,U30,FAILURE,236237361012,1fa32d01-0d0a-40be-91f4-49e7d0ddbbb7,traveler.vacation@sbm,PayMerchant,Felicia_Yost@okicici,N,9e5722fa32db553cda2d8a06,4722
30-07-2024 00:00:00,994.31,S96,FAILURE,184814918881,08cdfb4e-c287-4b00-aaba-c348f33370cb,dinning.vegetarian@sbm,PayMerchant,Mackenzie_Spencer55@axisb,N,cf17ff970fcddcbb10a2cd78,5814
30-07-2024 00:00:00,786.65,U67,SUCCESS,679324989924,22e7bf13-3b60-4c3a-be32-b86aa26f9698,grocery.freshmart@sbm,payMerchant,Maverick.Wolf8@okicici,N,d7bf71647721b9dfcd9aadb0,5411
30-07-2024 00:00:00,890.73,U31,SUCCESS,869229243397,64f9beed-3a58-454e-ac5f-47bfa43332a3,grocery.organic@sbm,Person,Hortense.Heaney51@okicici,N,79c5a5f927cbd79bb95f2a29,5411
30-07-2024 00:00:00,492.46,U30,FAILURE,631867910765,2addc75e-3c9c-485e-b479-41c294a6af9f,grocery.corner@sbm,payMerchant,Darrin.Stamm93@idfcbank,N,dfa870b0f1c547cedf0180f0,5411
30-07-2024 00:00:00,245.09,U78,FAILURE,377715885813,e093e425-5b25-4d61-9cb7-02f05f87f349,telecom.convergence@sbm,Person,Marta.Schiller@ybl,N,81d6d7e5c828f273dbf0c7a0,4814
30-07-2024 00:00:00,111.84,U31,SUCCESS,865516069503,34f6fed3-2d7a-4613-ace4-d1d220a8712e,dinning.sushi@sbm,PayMerchant,Terrill.Roob@axl,N,4ec6eda8f3ef9cad3ecf0531,5814
30-07-2024 00:00:00,669,U30,FAILURE,255472861295,a0ae41e9-f1d5-4d54-8939-62b680f8c37c,grocery.freshmart@sbm,PayMerchant,Idell.Rosenbaum54@paytm,N,e57c71b644fce80d44ebac3c,5411
30-07-2024 00:00:00,209.72,U78,FAILURE,601758346756,26ef8733-0d1c-4d63-b2dc-725cd3b673f6,grocery.foodland@sbm,PayMerchant,Arden_Cronin87@axisb,N,65313de819cc6d4ceeb42ffb,5411
30-07-2024 00:00:00,23.58,S96,DEEMED,406376610630,9cd814f9-ff53-4104-93f9-33cfe20ad296,traveler.vacation@sbm,PayMerchant,Tremayne_Franecki@timecosmos,N,b7e8d8439eb39b27a3366f3c,4722
30-07-2024 00:00:00,435.02,N,SUCCESS,442980275542,a07a7abc-82cd-4108-a488-9a8f3445ec2b,gamming.scooter@sbm,payMerchant,Cierra_Huel44@fkaxis,N,c5bd47adcbfa6bbbb4cce02d,5816
30-07-2024 00:00:00,950.18,U30,SUCCESS,937415361881,dbff07af-ddf8-4dac-ad96-a3873832a136,dinning.steak@sbm,Person,Winston_Wolf-Bauch29@rapl,N,0eda1c204b4410dfd7cfb4d0,5814
30-07-2024 00:00:00,660.12,U78,DEEMED,235762217190,7bfd0499-32bf-4430-a130-36dc3cc786ee,dinning.pasta@sbm,payMerchant,Willie41@icici,N,dd58154f6be669f9d2d8ca2e,5814
30-07-2024 00:00:00,615.23,U78,FAILURE,328057647175,ea1ce02f-aceb-4917-af09-33826c6861ef,dinning.pasta@sbm,PayMerchant,Efrain58@ybl,N,d78cdb14738a7ea570af6d2c,5814
30-07-2024 00:00:00,720.31,S96,SUCCESS,38453049170,20877f8d-3332-4fb2-8cd3-dedfc1ab3e7b,gamming.robot@sbm,PayMerchant,Sofia_Marks28@ybl,N,da34017f82dedd4ce2eba6f7,5816
30-07-2024 00:00:00,657.97,U78,FAILURE,413676208119,29cddc12-8f6a-4c8c-823f-06708e7f3c52,traveler.adventure@sbm,Person,Beryl.Wyman29@okaxis,N,8aace5b3e6dcfdb66d27aab4,4722
30-07-2024 00:00:00,162.47,N,FAILURE,971447013802,19767cba-aea2-49e0-84f4-2d49f2816efa,traveler.destinations@sbm,Person,Tia51@okaxis,N,7cafd5fe55eaa9ef2fc26234,4722
30-07-2024 00:00:00,982.38,U09,FAILURE,552730392845,7601ae33-f2c0-4820-a91a-185b99beef3c,grocery.organic@sbm,Person,Kyra_Kub@ybl,N,3c5e171f8bcd1a16d7b4b398,5411
30-07-2024 00:00:00,617.01,U30,SUCCESS,185495027931,9739c9b0-73df-4248-88ca-a700979d39df,dinning.steak@sbm,PayMerchant,Thora.Hilpert22@yesg,N,edb023bdb23dab76ed3f0834,5814
30-07-2024 00:00:00,87.28,U09,FAILURE,246340849753,5d8512b5-2e67-45f6-b493-690740d4804e,traveler.vacation@sbm,payMerchant,Brook96@oksbi,N,f4895890fb0917ec6fecfb45,4722
30-07-2024 00:00:00,16.4,U67,SUCCESS,26365825095,331937c1-c4eb-45e6-b7ab-644bfdb07f1d,gamming.submarine@sbm,Person,Lorenza.Kutch@abfspay,N,e37b03eb2fc24b03aec0fc7b,5816
30-07-2024 00:00:00,17.98,U67,SUCCESS,52956936577,b07b9b15-4093-4b69-bab1-6bfcce2b3a50,gamming.robot@sbm,PayMerchant,Robb.Daniel4@idfcbank,N,fb6a2ef2854b134fb9949a45,5816
30-07-2024 00:00:00,303,U78,SUCCESS,477248452101,3eb17f52-78e8-48d5-b119-ebed9d901990,telecom.voip@sbm,payMerchant,Carolyne51@yapl,N,81ad76ab86c176ada1d34a3a,4814
30-07-2024 00:00:00,498.96,S96,DEEMED,515196561775,64930ad9-dbf4-4e4f-920a-e8a67a80b3f9,dinning.tacos@sbm,PayMerchant,Mason86@okaxis,N,7e1101c1ceadf0adc737c4f4,5814
30-07-2024 00:00:00,585.77,U78,SUCCESS,316630598622,d497cbf8-8053-4ccb-830c-5dc809101ed7,telecom.mobile@sbm,Person,Hunter59@yesg,N,f8b16ffc6e441a9b57aed3e7,4814
30-07-2024 00:00:00,849.65,S96,SUCCESS,633555331746,52c9c959-2c4c-4ba2-98d7-fa543c3a2a8e,bookerr.npstltdindia@sbm,payMerchant,Tamia40@timecosmos,N,cfbc6650aeaab88ee3cea43c,
30-07-2024 00:00:00,83.84,S96,SUCCESS,561115296897,7d4f14cc-dcdf-4a88-ac98-79926d19aea4,dinning.salad@sbm,payMerchant,Bradley.Jones46@yesg,N,5eeff3ec769987b05fd94fef,5814
30-07-2024 00:00:00,562.08,U31,FAILURE,916603150847,242b4f39-5b34-49d8-a8da-b05135636013,dinning.steak@sbm,payMerchant,Alexanne_Torp34@okaxis,N,a34dce0b119231de46eef3f5,5814
30-07-2024 00:00:00,394.35,S96,SUCCESS,816849993708,3da71e53-fbbf-4d0a-a734-f97630c0e9a2,gamming.boat@sbm,Person,Baron_Douglas54@abfspay,N,606a37e4e5deab6e78d56af2,5816
30-07-2024 00:00:00,452.37,U09,FAILURE,730747891554,231472f9-2e5f-4a78-ab69-0273e435c435,grocery.marketplace@sbm,PayMerchant,Karelle59@apl,N,3df7ae279a18db4c4ae6f75f,5411
30-07-2024 00:00:00,467.95,N,FAILURE,814680825452,2a7d5e35-a965-4925-bd50-c4af0710111b,bookerr.npstltdindia@sbm,PayMerchant,Sammie_Crooks57@axisb,N,bbb0b8ce8de37c2fc3efd54e,
30-07-2024 00:00:00,917.69,N,SUCCESS,847982876721,65ed6be4-1b4a-446a-971b-fdee3a589c73,dinning.pasta@sbm,payMerchant,Zetta_Mayer@yesg,N,d8ed1febd4dbda9cd5430085,5814
30-07-2024 00:00:00,947.51,U31,FAILURE,598751695983,8b9d0ba2-5d0f-4298-86da-718f9af55010,telecom.broadband@sbm,PayMerchant,Margaret_Abshire14@rapl,N,295eefe3d2bc4eb65c7b17d2,4814
30-07-2024 00:00:00,693.28,U09,SUCCESS,637469020756,35761782-2abf-45e4-beed-8437b59045bd,grocery.organic@sbm,payMerchant,Ivory_Davis@paytm,N,a30eaabcbed8ccecca27a44c,5411
30-07-2024 00:00:00,467.89,N,FAILURE,195087726450,69413d72-beab-48ab-9b96-3f54ef69c541,gamming.helmet@sbm,payMerchant,Shirley.Schmeler46@okicici,N,46cfdd7827f885a2eb9285d3,5816
30-07-2024 00:00:00,851.86,N,FAILURE,333302625295,240de310-7c78-410d-aaa4-b2a48643a710,dinning.pizza@sbm,Person,Carolanne94@axisb,N,5ee9dbffc098cc6afd0f7ba7,5814
30-07-2024 00:00:00,333.46,U67,DEEMED,669995969202,bc00a568-0439-491b-972f-80c9cea67ea4,traveler.adventure@sbm,PayMerchant,Jaunita.Hammes@paytm,N,42bf9bdcbfdbd6cd4dd7c60b,4722
30-07-2024 00:00:00,675.45,U30,SUCCESS,47767173130,6433f37b-0e07-46d7-83f2-ffe566f635c5,dinning.steak@sbm,PayMerchant,Grover42@timecosmos,N,49ecdd9ca56cea2d855aaea1,5814
30-07-2024 00:00:00,736.17,U31,SUCCESS,501047995024,184438ab-1111-441f-b71a-969ffba2a841,bookerr.npstltdindia@sbm,PayMerchant,Jade_Leuschke@apl,N,845b8cb8267aadcedadceecd,
30-07-2024 00:00:00,550.03,U30,FAILURE,503206302431,5768e704-67a7-45c5-9cce-08e7d4c78693,grocery.organic@sbm,Person,Gertrude12@okicici,N,fe1bd27aef9faf1cbc4a8dea,5411
30-07-2024 00:00:00,775.91,N,FAILURE,654735154763,8971d1fa-957a-4dc5-8030-d58ca161a0fb,bookerr.npstltdindia@sbm,payMerchant,Morton23@fkaxis,N,aca6a52391f6ef751ed1fcbe,
30-07-2024 00:00:00,79.69,U78,SUCCESS,892009253228,407144af-4609-4786-b849-814c05236eb0,bookerr.npstltdindia@sbm,PayMerchant,Noelia87@axisb,N,e52a06e302caeea9fdf99713,
30-07-2024 00:00:00,832.75,U78,SUCCESS,132779854608,276666fb-a4bd-42f3-bbe6-8c51a7885ca8,dinning.salad@sbm,PayMerchant,Zane_Bradtke95@yesg,N,be589efab4d50cbc96abefb2,5814
30-07-2024 00:00:00,263.05,U09,SUCCESS,505458038653,8c80d807-0543-479c-9f70-289267ee54fc,gamming.robot@sbm,PayMerchant,Lawrence.Koelpin@icici,N,1e8a6f4a58aba9bdb940e42b,5816
30-07-2024 00:00:00,110.94,U31,SUCCESS,980585595690,0c8006c8-9994-42be-809f-2ece672718a9,grocery.dailygrocer@sbm,Person,Alex_Brown7@timecosmos,N,fa9da0db2adfdd60f6ba0171,5411
30-07-2024 00:00:00,609.21,U67,FAILURE,335427206331,cb1b741c-cd1d-4078-b52d-5da3d6b3b357,traveler.explore@sbm,payMerchant,Rebeca.Beier@rapl,N,e69d73f19f6be397094cf924,4722
30-07-2024 00:00:00,827.04,U30,FAILURE,911166402677,02aae87e-4793-4bec-af7d-aeeeae81bc53,gamming.boat@sbm,Person,Armando_Huel@rapl,N,decc1dbd790df8fcf0b4ff6c,5816
30-07-2024 00:00:00,581.96,U09,SUCCESS,444387698433,abd7b01e-af9e-4015-a408-35f058d3d3e2,telecom.fiber@sbm,PayMerchant,Amanda.Reynolds99@okhdfcbank,N,f8f7dbd0e1cac4d2ed534c20,4814
30-07-2024 00:00:00,115.12,U78,DEEMED,890403284846,4a443cb6-1fb6-4e3d-ac26-1bac9e0f5fa8,bookerr.npstltdindia@sbm,Person,Brandy_Ruecker@icici,N,fcda239043c84ad4b9a1f0be,
30-07-2024 00:00:00,540.7,U78,FAILURE,969726458923,74fd1ae3-4905-4581-884d-847db5af8f56,dinning.salad@sbm,payMerchant,Jaron_Kovacek@ybl,N,8266490dca081e9a437de36b,5814
30-07-2024 00:00:00,469.28,U31,DEEMED,197075137231,b1b13632-679e-4e6c-8436-fea682b89786,grocery.corner@sbm,payMerchant,Brooke_Toy21@okicici,N,e1eb98eb4d8cfc7bbffdc08b,5411
30-07-2024 00:00:00,289.75,N,FAILURE,249920071821,f48c8678-4dcb-4881-bc96-3079eba8a6bc,telecom.wireless@sbm,payMerchant,Hector.Davis@fkaxis,N,1c4d748e46b4e869d12d7d95,4814
30-07-2024 00:00:00,849.33,U09,SUCCESS,788978247556,ccf515d0-1bf3-4919-9ac7-2e23f42dd57c,gamming.car@sbm,PayMerchant,Madyson68@oksbi,N,e600adc2abdf5b1a68974a1a,5816
30-07-2024 00:00:00,179.95,U31,SUCCESS,253952125821,a858915d-2ca5-4383-8129-0d839f928aef,bookerr.npstltdindia@sbm,Person,Cale.Hyatt@axl,N,b160b9bf022cc3aaed7daa4f,
30-07-2024 00:00:00,451.64,U78,FAILURE,973936779603,e33a0641-e492-4cce-8a6a-f2c5a1ca11d5,gamming.scooter@sbm,PayMerchant,Lorena21@paytm,N,5e9a7a97cc3aed3a5eb8e223,5816
30-07-2024 00:00:00,402,U67,SUCCESS,343173324063,327d4dc3-4590-48b3-9250-65e0728f0c03,grocery.sbmrite@sbm,payMerchant,Frida.DuBuque@fkaxis,N,7b0d87ddae7c7aeccd6dffa9,5411
30-07-2024 00:00:00,751.15,S96,FAILURE,891980356902,1fd39797-e20d-47dc-af8f-c1e4ee0b2d69,grocery.organic@sbm,Person,Alexie40@icici,N,fdda8b36ceeb390d76273ca1,5411
30-07-2024 00:00:00,924.61,U67,SUCCESS,607685278525,6d5b33e3-b20c-463d-b9ba-3a84def8832f,gamming.robot@sbm,Person,Jessyca56@axisb,N,0ee13bfc7ed81bb95b12d5eb,5816
30-07-2024 00:00:00,562.45,U31,SUCCESS,219939627659,285faca9-559e-4a33-b606-86d9b5226442,bookerr.npstltdindia@sbm,PayMerchant,General35@okaxis,N,e5e776de07fa4bb6d56efbb6,
30-07-2024 00:00:00,376.56,U78,SUCCESS,620453076216,d35a49d1-9952-4d83-8cc5-82c11d56e8d3,gamming.airplane@sbm,payMerchant,Theodore_Zieme@fkaxis,N,e79acdfed34b10f4a81af0ab,5816
30-07-2024 00:00:00,302.46,U31,FAILURE,354202441555,dd1bbe6a-4481-4f09-8089-4aa22c2ac7d4,bookerr.npstltdindia@sbm,Person,Hardy_Larkin@ybl,N,fd9cf1ada2af3fdf41eb4eeb,
30-07-2024 00:00:00,587.95,U30,FAILURE,427809961257,c569a0fd-3778-48f2-9cd0-a5c0a3a99463,gamming.boat@sbm,payMerchant,Ibrahim.Miller@idfcbank,N,a07ad9f74c9adadacbee320f,5816
30-07-2024 00:00:00,769.64,U78,SUCCESS,772007463507,e10f8289-e75a-473a-97ed-8914eed45bca,traveler.adventure@sbm,Person,Anibal63@axisb,N,6a2acab776ced4bdca333b2d,4722
30-07-2024 00:00:00,283.06,N,FAILURE,619926894724,6682d930-abcd-44c0-8ef5-e120a5e5db6c,dinning.pasta@sbm,payMerchant,Derick.Osinski33@okicici,N,dadd2f53b7bebae98498a1eb,5814
30-07-2024 00:00:00,697.05,S96,SUCCESS,356279184214,158bb689-d203-4147-86d5-d0ac43a41312,gamming.drone@sbm,PayMerchant,Brett_Von40@okicici,N,caab29a18c57912ed6bfc1d8,5816
30-07-2024 00:00:00,249.52,U67,FAILURE,210891415753,7676ea1d-a901-4d7d-8af5-ee88944395c6,telecom.satellite@sbm,payMerchant,Madisen.Rath5@yapl,N,ef8f79e7bcb16ae89eaea96e,4814
30-07-2024 00:00:00,499.65,N,FAILURE,316058021148,70540484-cce8-4b7c-ab7d-47e7eb71fd6c,gamming.boat@sbm,Person,Gino.Rosenbaum43@okicici,N,e968952fefddb42da57d4cc9,5816
30-07-2024 00:00:00,834.26,U09,SUCCESS,501868763534,af341303-7d4e-46a1-9a93-32b505e4809a,grocery.town@sbm,PayMerchant,Kelly98@ybl,N,f52bf7a28fc7a61cc8abce66,5411
30-07-2024 00:00:00,907.59,U67,FAILURE,856954292374,e4910c2c-cf5e-453e-aa78-1a5a5780b42d,telecom.voip@sbm,payMerchant,Sim.Krajcik41@yesg,N,d0bfaaffb08faee90b00c0dd,4814
30-07-2024 00:00:00,261.56,U31,SUCCESS,384837588586,5529328b-2f2f-4315-8165-08597c28cb22,dinning.steak@sbm,payMerchant,Mauricio_Rath@axl,N,ae08ac13c7c20a775bf4576a,5814
30-07-2024 00:00:00,223.76,U09,SUCCESS,178714674290,bb265b7f-0609-4af0-9a7c-6cd2d82cf9d8,traveler.adventure@sbm,Person,Tobin52@rapl,N,bd6e2dd92ec92c5a44ac24dc,4722
30-07-2024 00:00:00,297.19,U09,SUCCESS,555262470640,ce1ab5ba-b1b5-4ea2-ad6f-83fe73f5a5e8,dinning.pizza@sbm,Person,Reyes.Hirthe@okaxis,N,a1cca6f69a97b63ff5d23fd1,5814
30-07-2024 00:00:00,53.15,U67,FAILURE,519060055751,2e23c14a-44b4-4bc4-a95b-2a67df8c1064,grocery.sbmrite@sbm,Person,Georgiana15@paytm,N,d2c46f5afc01fc50232a94db,5411
30-07-2024 00:00:00,806.53,N,FAILURE,596451233765,bf3e8085-17bc-4e44-9ed0-618f860e1b76,bookerr.npstltdindia@sbm,Person,Javonte.Konopelski@axl,N,91d1e68cf4cfe4f1fbabb8f4,
30-07-2024 00:00:00,613.15,U31,SUCCESS,779212068893,439a8780-bdc5-41f6-bed2-092b12c9a7ba,telecom.convergence@sbm,payMerchant,Lewis.Cartwright@idfcbank,N,70c9ee4b4cbb1d6ed82f40fc,4814
30-07-2024 00:00:00,757.48,N,SUCCESS,851196818088,c5b82e5c-5b8f-4359-bbda-11df8841e40d,grocery.corner@sbm,Person,Kylie_Zulauf@yapl,N,c72bfc86fbcece0dd18cc089,5411
